brms_rider_id,birth,delivery_method,first_available_date,business_start_day,is_recom,insurance_type,gender,recommender_rider_account_id,rider_no,수행건수,실제수행기간,최다수행시각,최다수행시각.1,평일/주말선호,2순위평일/주말,최다수행요일,2순위수행요일,최다기상타입,주요수행service_type,주요수행allocated_type,주요수행method,최다수행전달거리,2순위수행전달거리,기본배달비_중간값,총배달비_중간값,last_working_day,not_working,첫운행이후,미운행기간,첫운행이후기간,outcome
0003198AAE6FE85D1F86B2D4D45F992CFAE1D3E22256C0ED8787E28BD9173B2D,1990,BIKE,2023.9.8,2023.9.14,0,BIKE_ON_DEMAND_HYUNDAI,MAN,NA,0003198AAE6FE85D1F86B2D4D45F992CFAE1D3E22256C0ED8787E28BD9173B2D,48,4.00 ,09_11,13_17,WEEKDAY,WEEKEND,THU,TUE,0,SINGLE,0,BIKE,2000,2500.0,3820,4500,2023.9.19,24,29,30일 이하,30일 이하,0
001E1E700EBC869D19DB54B950E506910250998C3F04467E7032D394EE7771DF,1990,THROTTLE_BICYCLES,2023.9.4,2023.9.8,0,ETC_ON_DEMAND,MAN,NA,001E1E700EBC869D19DB54B950E506910250998C3F04467E7032D394EE7771DF,52,5.00 ,13_17,20_26,WEEKEND,WEEKDAY,SUN,SAT,0,STACK,1,THROTTLE_BICYCLES,1500,500.0,3500,3740,2023.10.10,3,35,10일 이하,40일 이하,0
002CA7348056B72CD2701D3FDD1F54BB4C68F90D5FFD068933F5791EBB9927EB,1970,BIKE,2023.8.25,2023.8.25,1,MOTOR_BIKE_ON_DEMAND,MAN,81F52EE0E9B3A6CCB5970462759D032C64284878C1F9C9D7A3359C40FB23C9A2,002CA7348056B72CD2701D3FDD1F54BB4C68F90D5FFD068933F5791EBB9927EB,47,6.00 ,17_20,09_11,WEEKEND,WEEKDAY,FRI,TUE,0,STACK,1,BIKE,2000,500.0,3440,4640,2023.10.11,2,49,10일 이하,50일 이하,0
002F526ED7B1B846D8B0CD0602B30F2FD387A4ADD3366DC5BF0B30473DFFBA00,1980,CAR,2023.8.22,2023.8.23,1,PERSONAL,WOMAN,71634D4A6C870E73D6D91FC7348F95677729CACD4350F3CE24AABBEBBCD166B0,002F526ED7B1B846D8B0CD0602B30F2FD387A4ADD3366DC5BF0B30473DFFBA00,3,2.00 ,13_17,17_20,WEEKDAY,NA,WED,MON,1,SINGLE,0,CAR,5000,3000.0,6140,7140,2023.10.10,3,51,10일 이하,60일 이하,0
003AB060B66F6B62CAC2D2CBAE9DA4DD9EA5E7A123FBA59E94855367CF8DD16D,1980,THROTTLE_BICYCLES,2023.9.25,2023.9.25,0,ETC_ON_DEMAND,WOMAN,NA,003AB060B66F6B62CAC2D2CBAE9DA4DD9EA5E7A123FBA59E94855367CF8DD16D,2,1.00 ,17_20,NA,WEEKDAY,NA,MON,NA,1,SINGLE,0,THROTTLE_BICYCLES,1500,NA,3500,4500,2023.9.25,18,18,20일 이하,20일 이하,0
0044CA06DEB0842170A8386C5FBACEDC4280EFFCDF5793C1840C7232C569B5B4,1950,PAS_BICYCLES,2023.8.16,2023.8.19,0,ETC_ON_DEMAND,WOMAN,NA,0044CA06DEB0842170A8386C5FBACEDC4280EFFCDF5793C1840C7232C569B5B4,28,7.00 ,13_17,20_26,WEEKDAY,WEEKEND,WED,SUN,0,SINGLE,0,PAS_BICYCLES,1000,2000.0,3500,4140,2023.10.2,11,55,20일 이하,60일 이하,0
004D24E429235991E1E4606F9ECCB9059586558035F0F40041A09D07D68B4DD0,1980,BIKE,2023.8.29,2023.8.29,1,MOTOR_BIKE_ON_DEMAND,MAN,E2F640DD389185412C3A4332F50B26062E5F9D546F242FED8047EAE6A022C70E,004D24E429235991E1E4606F9ECCB9059586558035F0F40041A09D07D68B4DD0,47,5.00 ,13_17,17_20,WEEKDAY,WEEKEND,MON,THU,0,SINGLE,1,BIKE,1500,2000.0,3720,5100,2023.10.11,2,45,10일 이하,50일 이하,0
004D5178565E783E46FBACF3EBACC1FAC01352C994F9C345D53A427D3C7739F8,1990,CAR,2023.8.20,2023.8.20,0,CAR_ON_DEMAND,WOMAN,NA,004D5178565E783E46FBACF3EBACC1FAC01352C994F9C345D53A427D3C7739F8,24,5.00 ,09_11,20_26,WEEKDAY,WEEKEND,SUN,THU,0,SINGLE,1,CAR,1000,3000.0,3820,4300,2023.9.1,42,54,50일 이하,60일 이하,1
006994F0CA7FC116E1C428846CB261D1BBD9708EE005B3DBF0620054BE1B59FF,1970,WALK,2023.8.29,2023.8.31,1,NOT_REQUIRED,WOMAN,ED7F0FB74BFBEEEC5371024F52E0BE05FCC90E55BD7FFA968962E943A785B724,006994F0CA7FC116E1C428846CB261D1BBD9708EE005B3DBF0620054BE1B59FF,3,2.00 ,17_20,NA,WEEKDAY,NA,TUE,THU,0,STACK,1,WALK,500,0.0,2550,3250,2023.9.22,21,43,30일 이하,50일 이하,0
007B2A003CEFF393A872C2FEFDCCF14E1CE742126BDC07C0EBF2DCF0CDA95345,2000,THROTTLE_BICYCLES,2023.8.26,2023.8.26,0,ETC_ON_DEMAND,MAN,NA,007B2A003CEFF393A872C2FEFDCCF14E1CE742126BDC07C0EBF2DCF0CDA95345,6,1.00 ,17_20,13_17,WEEKEND,NA,SAT,NA,0,SINGLE,1,THROTTLE_BICYCLES,500,2500.0,2980,4480,2023.8.26,48,48,50일 이하,50일 이하,1
008A4BAF9D6495278CA60F5AF7D1067195362B90D660FE6A8B7ECE60F305FEFF,1990,BIKE,2023.8.23,2023.8.23,1,BIKE_ON_DEMAND_HYUNDAI,MAN,CEEF9CD62C5C08B83367AD74C2055D05445AAB9DD98C5A78E4F1FE719EF2B0D8,008A4BAF9D6495278CA60F5AF7D1067195362B90D660FE6A8B7ECE60F305FEFF,13,3.00 ,20_26,17_20,WEEKEND,WEEKDAY,SUN,WED,0,SINGLE,1,BIKE,1500,3000.0,3600,4500,2023.8.27,47,51,50일 이하,60일 이하,1
009CCABAED99E30329C5C67AC7C0DC2AE8FBF45F277A8296D79B8C90110CC36D,1980,WALK,2023.8.31,2023.9.10,1,NOT_REQUIRED,MAN,0F664B5E6B479A7F39F0D9C0981C2E69C725B625B07C38E9308865652B09804A,009CCABAED99E30329C5C67AC7C0DC2AE8FBF45F277A8296D79B8C90110CC36D,4,1.00 ,20_26,17_20,WEEKEND,NA,SUN,NA,0,SINGLE,0,WALK,1000,NA,3380,3480,2023.9.10,33,33,40일 이하,40일 이하,1
00C94614F99B72C67480800E2377B140C08E38635F94C8770622EFD3C085855E,1990,CAR,2023.8.7,2023.8.7,1,CAR_ON_DEMAND,WOMAN,1A35914E8C24946070370C81C8319DF1F4725C96E4C551452FF63EB6AA2B43AB,00C94614F99B72C67480800E2377B140C08E38635F94C8770622EFD3C085855E,1,1.00 ,17_20,NA,WEEKDAY,NA,MON,NA,0,SINGLE,1,CAR,2500,NA,3940,4940,2023.8.7,67,67,61일 이상,61일 이상,1
00CA922C6D6D8B06D2AAE396245F877E99FF44AEE05DD254ABD1578794D43841,1980,BIKE,2023.8.19,2023.8.31,1,BIKE_ON_DEMAND_HYUNDAI,MAN,EEFAF62DE7E5CD4233D592EAB304E1D4471D149E6FDEB3FBD8C25AE3DEF5B28B,00CA922C6D6D8B06D2AAE396245F877E99FF44AEE05DD254ABD1578794D43841,1,1.00 ,17_20,NA,WEEKDAY,NA,THU,NA,0,SINGLE,1,BIKE,4000,NA,5340,5440,2023.8.31,43,43,50일 이하,50일 이하,1
00CAA1B7096F2E82F513787E69C8751A79267E7AF42361F0992F035C05D7BE9E,1990,PAS_BICYCLES,2023.9.11,2023.9.14,0,ETC_ON_DEMAND,WOMAN,NA,00CAA1B7096F2E82F513787E69C8751A79267E7AF42361F0992F035C05D7BE9E,10,1.00 ,20_26,09_11,WEEKDAY,NA,THU,NA,0,SINGLE,0,PAS_BICYCLES,1000,500.0,3500,3700,2023.9.14,29,29,30일 이하,30일 이하,0
00D28AFC8225776D900DC131DBA8A6ADFDA06BF449A2C390848FCA75851C3356,1990,GENERAL_BICYCLES,2023.8.8,2023.8.9,1,ETC_ON_DEMAND,MAN,FB34E49454EE3F15830952EE09F70F37418BA2C474C36678237BD8D73A78CE66,00D28AFC8225776D900DC131DBA8A6ADFDA06BF449A2C390848FCA75851C3356,1,1.00 ,13_17,NA,WEEKDAY,NA,WED,NA,0,STACK,1,GENERAL_BICYCLES,1000,NA,3040,3540,2023.8.9,65,65,61일 이상,61일 이상,1
00D52BC2F64D5E0125B95EC070A919F7FEE129BE8D3FDF8BE968A295DCAE5C0F,1970,GENERAL_BICYCLES,2023.8.26,2023.8.26,1,ETC_ON_DEMAND,WOMAN,FD814FBE4F08C951CA578AB76C2B1E1540A214557F0329D84AE8EE4128DD01F6,00D52BC2F64D5E0125B95EC070A919F7FEE129BE8D3FDF8BE968A295DCAE5C0F,1,1.00 ,20_26,NA,WEEKEND,NA,SAT,NA,0,SINGLE,0,GENERAL_BICYCLES,500,NA,3500,3500,2023.10.7,6,48,10일 이하,50일 이하,0
00EA44525BB0779B8D9EDFF05F0F931C524654D9DE6A70BF95CE73AB69B7ECCF,1980,THROTTLE_BICYCLES,2023.8.26,2023.8.26,0,ETC_ON_DEMAND,MAN,NA,00EA44525BB0779B8D9EDFF05F0F931C524654D9DE6A70BF95CE73AB69B7ECCF,12,2.00 ,13_17,11_13,WEEKEND,NA,SUN,SAT,0,SINGLE,1,THROTTLE_BICYCLES,1000,1500.0,3500,4290,2023.10.11,2,48,10일 이하,50일 이하,0
00EEC44C8EE282415AC2EB6E749166FDE90C384520B5FDD23AC4F0B0DE8C6708,1980,PAS_BICYCLES,2023.9.28,2023.9.28,0,ETC_ON_DEMAND,WOMAN,NA,00EEC44C8EE282415AC2EB6E749166FDE90C384520B5FDD23AC4F0B0DE8C6708,2,1.00 ,13_17,NA,WEEKDAY,NA,THU,NA,0,MARKET,0,PAS_BICYCLES,1000,NA,3180,3180,2023.9.28,15,15,20일 이하,20일 이하,0
00FD2859B9982007243539A211B88E6ACC5485EAE8FBA5BFD9440CBDE6781933,1990,BIKE,2023.10.4,2023.10.4,0,BIKE_ON_DEMAND_HYUNDAI,MAN,NA,00FD2859B9982007243539A211B88E6ACC5485EAE8FBA5BFD9440CBDE6781933,11,2.00 ,20_26,13_17,WEEKDAY,WEEKEND,WED,FRI,0,SINGLE,1,BIKE,5000,3000.0,4340,5560,2023.10.6,7,9,10일 이하,10일 이하,0
01072402B90465175E8A25454D95934262CDF34BE975D84033559FAB0A9AD989,1970,BIKE,2023.8.30,2023.8.30,0,MOTOR_BIKE_ON_DEMAND,MAN,NA,01072402B90465175E8A25454D95934262CDF34BE975D84033559FAB0A9AD989,36,7.00 ,17_20,13_17,WEEKEND,WEEKDAY,SAT,THU,0,SINGLE,0,BIKE,2500,4000.0,3520,4020,2023.9.7,36,44,40일 이하,50일 이하,1
010F8B9B209D50D820A03F67DD90E91FEC7B482BB41BF6B42DDABA0036AF37EF,1990,BIKE,2023.8.19,2023.8.19,1,BIKE_ON_DEMAND_DB,MAN,6F09A70C036AA571525B5E4D3F0D077662572341F37175EEC3ED0567D2596C55,010F8B9B209D50D820A03F67DD90E91FEC7B482BB41BF6B42DDABA0036AF37EF,8,2.00 ,20_26,NA,WEEKEND,NA,SAT,SUN,0,SINGLE,1,BIKE,1500,3500.0,3500,3620,2023.9.5,38,55,40일 이하,60일 이하,1
011E8AFD65EE90EFCFE5EDFD825E8BF3D75CB6EABB8051250FE92C5BD5A44E04,1970,BIKE,2023.10.5,2023.10.5,1,BIKE_ON_DEMAND_HYUNDAI,MAN,4D57494AED5443257EEE620820D7570E0AF69C5A25946DCA8306DF020B190CC5,011E8AFD65EE90EFCFE5EDFD825E8BF3D75CB6EABB8051250FE92C5BD5A44E04,76,7.00 ,20_26,09_11,WEEKEND,WEEKDAY,SUN,SAT,0,SINGLE,1,BIKE,1500,2000.0,3820,6700,2023.10.11,2,8,10일 이하,10일 이하,0
011ED53654533FDF1D5501E5B87D0DE63DBEF6C1536B98800ED70B1BABF38AA0,1970,GENERAL_BICYCLES,2023.8.7,2023.8.27,1,ETC_ON_DEMAND,WOMAN,4FD17854C1B2162BD430DFC2B7CD31FFA746339835D9292DE845068508D45534,011ED53654533FDF1D5501E5B87D0DE63DBEF6C1536B98800ED70B1BABF38AA0,5,3.00 ,17_20,20_26,WEEKDAY,WEEKEND,TUE,MON,1,SINGLE,0,GENERAL_BICYCLES,1500,2500.0,3500,4500,2023.8.29,45,47,50일 이하,50일 이하,1
0128E7BE505AC4F988E740E2F1D25D22AEBB3C4AD79FABD9AA857A667DD814B2,1960,CAR,2023.8.12,2023.8.12,0,CAR_ON_DEMAND,MAN,NA,0128E7BE505AC4F988E740E2F1D25D22AEBB3C4AD79FABD9AA857A667DD814B2,86,7.00 ,17_20,13_17,WEEKDAY,WEEKEND,SAT,THU,0,STACK,1,CAR,1000,1500.0,3500,3720,2023.10.11,2,62,10일 이하,61일 이상,0
013F9321F5D6DB75E779B6037688DB4604FE47FB51EAE22C999F9477CC728DDD,1970,BIKE,2023.8.16,2023.8.16,1,BIKE_ON_DEMAND_DB,MAN,C38057B52D6253650A7C6740A5569291BE86886BEF5056D60963B0D05342917B,013F9321F5D6DB75E779B6037688DB4604FE47FB51EAE22C999F9477CC728DDD,56,6.00 ,09_11,17_20,WEEKEND,WEEKDAY,SUN,FRI,0,SINGLE,1,BIKE,2000,1500.0,3280,4200,2023.10.11,2,58,10일 이하,60일 이하,0
014A1A353D8FC472F5D2F9A108413AA29727748B81896A4B192E31F17D95515C,1980,BIKE,2023.9.4,2023.9.4,0,BIKE_ON_DEMAND_DB,MAN,NA,014A1A353D8FC472F5D2F9A108413AA29727748B81896A4B192E31F17D95515C,37,6.00 ,17_20,13_17,WEEKDAY,WEEKEND,MON,THU,0,SINGLE,1,BIKE,500,1500.0,3660,5900,2023.10.11,2,39,10일 이하,40일 이하,0
01534FCB119103B4278700BA6613A41ABF38ECD931C351C1EF6EE56018B0385C,1990,GENERAL_BICYCLES,2023.8.25,2023.8.25,0,ETC_ON_DEMAND,WOMAN,NA,01534FCB119103B4278700BA6613A41ABF38ECD931C351C1EF6EE56018B0385C,17,5.00 ,17_20,13_17,WEEKEND,WEEKDAY,SUN,WED,1,STACK,1,GENERAL_BICYCLES,1000,2000.0,3000,3540,2023.10.3,10,49,10일 이하,50일 이하,0
0159BE2806717EE69668746D5B631DE560E5C7378938741612D715CDE24905E0,1990,BIKE,2023.8.13,2023.8.13,1,MOTOR_BIKE_ON_DEMAND,MAN,0EADE3144CFB2730B4178BD18C5D526CCCFE2421DDA1DEB52F95F4953A04E7F0,0159BE2806717EE69668746D5B631DE560E5C7378938741612D715CDE24905E0,13,3.00 ,17_20,09_11,WEEKEND,WEEKDAY,THU,SUN,0,SINGLE,1,THROTTLE_BICYCLES,1000,3000.0,3580,3680,2023.10.9,4,61,10일 이하,61일 이상,0
01698BB61EE5EBC8EED489BAF922C582DB8B8FD975E1F74C7AAE6907B1BE605B,1970,BIKE,2023.8.22,2023.8.22,1,BIKE_ON_DEMAND_DB,MAN,7FB18ECCDC50ABFE3C210F8ED2B647C045413A6CA551C259B97A0F28E60DD210,01698BB61EE5EBC8EED489BAF922C582DB8B8FD975E1F74C7AAE6907B1BE605B,36,6.00 ,17_20,13_17,WEEKDAY,WEEKEND,TUE,THU,0,SINGLE,1,BIKE,2000,1500.0,3820,5200,2023.10.9,4,52,10일 이하,60일 이하,0
01822106C436121C89E0F356239E83349DE44CC623664946BA1820F828FC400C,2000,BIKE,2023.8.23,2023.8.23,1,BIKE_ON_DEMAND_HYUNDAI,MAN,1B9652C63E9D5A7215D214B5C7BC173B7138653E72E4115FFCC13A165D3087A0,01822106C436121C89E0F356239E83349DE44CC623664946BA1820F828FC400C,18,5.00 ,13_17,17_20,WEEKDAY,WEEKEND,WED,MON,1,SINGLE,0,BIKE,500,3000.0,3660,4320,2023.8.29,45,51,50일 이하,60일 이하,1
01828B3A0B09886DA05EC6FFED3D9E719DBA926B6BADE9F36FB004E5E53AEE15,2000,WALK,2023.8.2,2023.8.6,1,NOT_REQUIRED,WOMAN,8C807322D241835B2A2EC327944813176898C98EF04CFE19D41AF04E2789F237,01828B3A0B09886DA05EC6FFED3D9E719DBA926B6BADE9F36FB004E5E53AEE15,1,1.00 ,13_17,NA,WEEKEND,NA,SUN,NA,1,SINGLE,0,WALK,500,NA,2900,3900,2023.8.6,68,68,61일 이상,61일 이상,1
01849A90F9B999C4121F2C977978EB9B0E8637AE38B1E418ADA26F034051A916,1980,WALK,2023.8.28,2023.8.29,1,NOT_REQUIRED,WOMAN,3E70E586117B5CFF075654D40B409C9C892EFF92753C7E7DF5145945355C51CB,01849A90F9B999C4121F2C977978EB9B0E8637AE38B1E418ADA26F034051A916,1,1.00 ,20_26,NA,WEEKDAY,NA,TUE,NA,0,STACK,1,WALK,500,NA,2550,2950,2023.8.29,45,45,50일 이하,50일 이하,1
0186A7EA50B472BC7D04466484E54F6722998FEE2940EEA049386C0E1A3B2B6F,1990,GENERAL_BICYCLES,2023.8.17,2023.8.18,1,ETC_ON_DEMAND,MAN,8A0908CDBB9B63682E3B47701CA20EFF1696A6F400F4BE662B04A932E9A1D019,0186A7EA50B472BC7D04466484E54F6722998FEE2940EEA049386C0E1A3B2B6F,1,1.00 ,13_17,NA,WEEKEND,NA,FRI,NA,0,SINGLE,1,GENERAL_BICYCLES,1500,NA,3500,6900,2023.8.18,56,56,60일 이하,60일 이하,1
018943392B3A58BCB826277AD44BA0386B489C41CE4B09691D4259A650C64205,1970,THROTTLE_BICYCLES,2023.8.12,2023.8.13,0,ETC_ON_DEMAND,MAN,NA,018943392B3A58BCB826277AD44BA0386B489C41CE4B09691D4259A650C64205,25,4.00 ,17_20,20_26,WEEKDAY,WEEKEND,TUE,THU,0,SINGLE,1,THROTTLE_BICYCLES,2000,2500.0,3880,4360,2023.10.5,8,61,10일 이하,61일 이상,0
01913C29774E25FCDFDC2E3A46CE1D31F1B74F73EED40F26711CEB790982C430,1990,BIKE,2023.8.6,2023.8.6,1,BIKE_ON_DEMAND_HYUNDAI,MAN,D3B2478F5FDDC926F2C87E2D30DF7EF57748C3393B4175C2CD03FA4B19B867F6,01913C29774E25FCDFDC2E3A46CE1D31F1B74F73EED40F26711CEB790982C430,22,6.00 ,17_20,20_26,WEEKEND,WEEKDAY,SAT,WED,0,SINGLE,0,BIKE,3000,3500.0,4300,6080,2023.9.19,24,68,30일 이하,61일 이상,0
01A6A9D16DEEC1BC48EB75461872AB3EDCB6477FFC1F06F1AEEFE61B916D341E,1970,BIKE,2023.8.5,2023.8.5,1,MOTOR_BIKE_ON_DEMAND,MAN,9EE772BFD59D2F7435C4C843BD5F67F40934D1F96CD11553A2A0C54352F103E8,01A6A9D16DEEC1BC48EB75461872AB3EDCB6477FFC1F06F1AEEFE61B916D341E,38,6.00 ,17_20,20_26,WEEKEND,WEEKDAY,SAT,FRI,0,SINGLE,1,BIKE,2500,4000.0,4140,5340,2023.10.11,2,69,10일 이하,61일 이상,0
01B062B1124775FDAA4213078D1DA1F44C0D75BAE80A950A87DF88F3C69CF383,1960,BIKE,2023.8.12,2023.8.13,1,BIKE_ON_DEMAND_DB,MAN,6E554EA05648EF6E645DF4FB4524799CD581A8B145F64A073FD40F4C9DDA20BE,01B062B1124775FDAA4213078D1DA1F44C0D75BAE80A950A87DF88F3C69CF383,8,3.00 ,09_11,20_26,WEEKEND,WEEKDAY,SUN,MON,0,SINGLE,0,BIKE,3000,4000.0,4140,5040,2023.10.10,3,61,10일 이하,61일 이상,0
01B51E2AC83028ABFEE6187F1583E8D3E578082EFCD18FF6D02F077BCC4C4D90,1990,THROTTLE_BICYCLES,2023.8.20,2023.8.21,0,ETC_ON_DEMAND,MAN,NA,01B51E2AC83028ABFEE6187F1583E8D3E578082EFCD18FF6D02F077BCC4C4D90,2,1.00 ,17_20,NA,WEEKDAY,NA,MON,NA,0,SINGLE,1,THROTTLE_BICYCLES,2500,NA,4220,5320,2023.10.9,4,53,10일 이하,60일 이하,0
01BDC63CE92A6B61B50D8F53A089F25A5DAB840C1B069BFCA26200D5AA8AA0DB,1970,BIKE,2023.9.7,2023.9.8,0,BIKE_ON_DEMAND_DB,MAN,NA,01BDC63CE92A6B61B50D8F53A089F25A5DAB840C1B069BFCA26200D5AA8AA0DB,115,7.00 ,13_17,11_13,WEEKDAY,WEEKEND,TUE,WED,0,SINGLE,1,BIKE,1000,1500.0,3400,3731,2023.10.11,2,35,10일 이하,40일 이하,0
01BF731BBC424665CE8FBBC27CBE712A6520A0E8B2BC64D0D23559E2BCF5F123,1980,WALK,2023.8.28,2023.9.23,1,NOT_REQUIRED,MAN,1056692800E74448AD98B062E888CB5D1AAFB21E89572562597872A24F371083,01BF731BBC424665CE8FBBC27CBE712A6520A0E8B2BC64D0D23559E2BCF5F123,20,4.00 ,17_20,20_26,WEEKEND,WEEKDAY,SUN,MON,0,SINGLE,1,WALK,1000,500.0,3060,3520,2023.10.11,2,20,10일 이하,20일 이하,0
01CA883DA3DA2540DF3BF0FBA34C2F7B433630CC495A7CA5E40749070E87D843,1980,BIKE,2023.9.17,2023.9.17,0,BIKE_ON_DEMAND_DB,MAN,NA,01CA883DA3DA2540DF3BF0FBA34C2F7B433630CC495A7CA5E40749070E87D843,9,4.00 ,20_26,13_17,WEEKEND,WEEKDAY,MON,SUN,0,SINGLE,1,BIKE,1000,2500.0,2900,4640,2023.10.11,2,26,10일 이하,30일 이하,0
01E16CFF4B7F67A9C930A4F128C7FC75D0B4C8774146B392412E41A7DF707912,1970,GENERAL_BICYCLES,2023.8.16,2023.8.18,0,ETC_ON_DEMAND,WOMAN,NA,01E16CFF4B7F67A9C930A4F128C7FC75D0B4C8774146B392412E41A7DF707912,2,2.00 ,13_17,NA,WEEKEND,NA,SUN,NA,0,SINGLE,1,GENERAL_BICYCLES,1500,NA,3140,3440,2023.10.11,2,56,10일 이하,60일 이하,0
01F0796DB44B673C3CAAE77BADADC1E0C82C99F3C251EE155E2A0ABA4732A793,1980,CAR,2023.9.5,2023.9.6,0,CAR_ON_DEMAND,MAN,NA,01F0796DB44B673C3CAAE77BADADC1E0C82C99F3C251EE155E2A0ABA4732A793,8,2.00 ,13_17,11_13,WEEKEND,WEEKDAY,SUN,WED,0,STACK,1,CAR,3000,1500.0,4240,4590,2023.10.2,11,37,20일 이하,40일 이하,0
01F6EA1C11005DD6B129C4C0F33B4D528D2EA9F1C17EFCD4F0EBA47CBEC763BB,1970,PAS_BICYCLES,2023.9.27,2023.9.28,1,ETC_ON_DEMAND,WOMAN,6AB8641CE9AFBC7885AB158C92658BC5D8F0D896C8B9D72FC5E4C1C604BA1DBE,01F6EA1C11005DD6B129C4C0F33B4D528D2EA9F1C17EFCD4F0EBA47CBEC763BB,4,1.00 ,17_20,NA,WEEKDAY,NA,THU,NA,0,STACK,1,PAS_BICYCLES,2500,3000.0,4230,4960,2023.9.28,15,15,20일 이하,20일 이하,0
01F81BE5FA0E2562AC2E21C556C045E88ADE94D20E0CA894A04590DC8987B961,1970,BIKE,2023.8.9,2023.8.14,1,BIKE_ON_DEMAND_HYUNDAI,MAN,7206309C9770B3CDFAE94CC39DB4B5E88364EAB44B523E52C9A3B5D611FCE1CC,01F81BE5FA0E2562AC2E21C556C045E88ADE94D20E0CA894A04590DC8987B961,54,5.00 ,17_20,20_26,WEEKDAY,WEEKEND,SAT,TUE,0,SINGLE,1,BIKE,2500,4500.0,4220,6320,2023.8.25,49,60,50일 이하,60일 이하,1
01FC36686256B3377CE43F7B8D3E0577161DC1E09ABDDD936FC64AC5DFC138E4,1980,BIKE,2023.8.15,2023.8.15,0,BIKE_ON_DEMAND_HYUNDAI,MAN,NA,01FC36686256B3377CE43F7B8D3E0577161DC1E09ABDDD936FC64AC5DFC138E4,12,2.00 ,17_20,20_26,WEEKDAY,WEEKEND,TUE,FRI,0,SINGLE,1,BIKE,2500,1500.0,3940,4480,2023.9.16,27,59,30일 이하,60일 이하,0
02009C9A4F9226B08D5021A710E270847DB09AAEBFAFFA8B1E9E2E9F84267DEB,1990,CAR,2023.8.6,2023.8.6,0,CAR_ON_DEMAND,MAN,NA,02009C9A4F9226B08D5021A710E270847DB09AAEBFAFFA8B1E9E2E9F84267DEB,40,4.00 ,17_20,20_26,WEEKEND,WEEKDAY,FRI,SAT,0,SINGLE,1,CAR,500,2000.0,3140,4180,2023.8.26,48,68,50일 이하,61일 이상,1
0217A723A124B7B87CABFE24FEADBD08EAF3397B0E84A1F8AA536E5E31806641,1990,BIKE,2023.8.25,2023.9.28,0,PERSONAL,MAN,NA,0217A723A124B7B87CABFE24FEADBD08EAF3397B0E84A1F8AA536E5E31806641,79,5.00 ,17_20,13_17,WEEKDAY,WEEKEND,FRI,THU,0,STACK,1,BIKE,2000,1000.0,3560,4490,2023.10.11,2,15,10일 이하,20일 이하,0
0224043BDAE83EAB1E00AF83C545D72D7686F10A06E560793AF164D640374824,1960,BIKE,2023.8.16,2023.8.17,1,PERSONAL,MAN,E2A3FC0157D772665741FCC3D509C18B726B7B211324E50A4CACCBA0A4D2DBD8,0224043BDAE83EAB1E00AF83C545D72D7686F10A06E560793AF164D640374824,98,6.00 ,09_11,17_20,WEEKDAY,WEEKEND,TUE,WED,1,SINGLE,1,BIKE,500,1500.0,3660,5600,2023.10.11,2,57,10일 이하,60일 이하,0
0227797BA1EFCE02152800B3A00A45FC870C4038A794F246BFE99ED22970C786,1980,BIKE,2023.8.11,2023.8.18,0,BIKE_ON_DEMAND_DB,MAN,NA,0227797BA1EFCE02152800B3A00A45FC870C4038A794F246BFE99ED22970C786,9,1.00 ,09_11,20_26,WEEKEND,NA,FRI,NA,0,SINGLE,1,BIKE,500,1500.0,3500,3600,2023.9.12,31,56,40일 이하,60일 이하,1
0229D50F8FFCEFBF32C349152F3B2DAA31E0CE1F200F1273FFDB4503D7FC924F,1980,BIKE,2023.8.23,2023.8.23,0,BIKE_ON_DEMAND_HYUNDAI,MAN,NA,0229D50F8FFCEFBF32C349152F3B2DAA31E0CE1F200F1273FFDB4503D7FC924F,25,1.00 ,20_26,09_11,WEEKDAY,NA,WED,NA,1,STACK,1,BIKE,2500,1000.0,3940,5840,2023.8.23,51,51,60일 이하,60일 이하,1
02488A71F8B941F7E1C6DBDE86A844C5632E0770A86D98CDCBD49151C8F11212,1990,GENERAL_BICYCLES,2023.8.26,2023.8.27,0,ETC_ON_DEMAND,MAN,NA,02488A71F8B941F7E1C6DBDE86A844C5632E0770A86D98CDCBD49151C8F11212,8,2.00 ,13_17,20_26,WEEKEND,WEEKDAY,SUN,THU,0,SINGLE,0,GENERAL_BICYCLES,500,1500.0,2900,3500,2023.10.9,4,47,10일 이하,50일 이하,0
0262C8717F82D4E8B4F3E058E315021F9DAF7B140FB4274A545CA7DD17429B9C,1980,PAS_BICYCLES,2023.8.20,2023.9.1,0,ETC_ON_DEMAND,MAN,NA,0262C8717F82D4E8B4F3E058E315021F9DAF7B140FB4274A545CA7DD17429B9C,17,3.00 ,17_20,20_26,WEEKEND,NA,SAT,SUN,0,SINGLE,1,PAS_BICYCLES,3500,2500.0,4220,5080,2023.9.27,16,42,20일 이하,50일 이하,0
0279D8DA45A2769584B10476CDEE6B15D58267DD2FE1371BB6AF80BB8CF6E424,1990,BIKE,2023.8.26,2023.8.28,0,BIKE_ON_DEMAND_DB,MAN,NA,0279D8DA45A2769584B10476CDEE6B15D58267DD2FE1371BB6AF80BB8CF6E424,20,2.00 ,17_20,13_17,WEEKDAY,NA,MON,THU,0,SINGLE,1,BIKE,2500,1500.0,3680,4400,2023.9.6,37,46,40일 이하,50일 이하,1
