dlvry_id,전체배차시간,y_pred_new,KMeansCluster,AgglomerativeCluster
20230915_0402NXSM,2.6,0.3494702077165087,0,1
20230915_0403HIHZ,2.91666667,0.07884922759984275,1,0
20230915_0405CHPM,1.73333333,0.4161239627927619,0,1
20230915_0407CVUX,0.4,0.07696840351136679,1,0
20230915_0408BRVF,11.18333333,0.29229796313257117,0,2
20230915_0408HMMI,0.4,0.07356317525289345,1,0
20230915_0408SXJF,1.7,0.029674353926980732,1,0
20230915_0411JRPY,0.88333333,0.05210249004577316,1,0
20230915_0411KYXL,0.51666667,0.027677547068951012,1,0
20230915_0415DHQP,2.41666667,0.10399419154734248,1,0
20230915_0417VUBE,14.55,0.32438911557884104,0,2
20230915_0419FJCJ,0.46666667,0.035652591579918354,1,0
20230915_0419ISXD,0.26666667,0.033493783278881716,1,0
20230915_0420DYUA,0.43333333,0.05992233845714982,1,0
20230915_0420WNMA,0.56666667,0.10534328024495668,1,0
20230915_0425EQAH,0.96666667,0.6535230944900088,3,3
20230915_0426MAUA,0.4,0.05300822169151079,1,0
20230915_0426TNYV,0.45,0.0496488300428943,1,0
20230915_0428DPWS,0.4,0.03909946112866013,1,0
20230915_0430BRDJ,0.31666667,0.04065430589932946,1,0
20230915_0431HVWN,0.85,0.0760441017793714,1,0
20230915_0433IISI,0.63333333,0.09061921082629837,1,0
20230915_0434MDPB,0.45,0.09733019751233973,1,0
20230915_0437HHJF,0.81666667,0.08758852217878998,1,0
20230915_0440FWBT,1.65,0.050001883811690157,1,0
20230915_0444QMBD,1.3,0.14156144735468712,2,0
20230915_0444SUII,1.95,0.05437180943369372,1,0
20230915_0444VCBB,1.5,0.05584507587612059,1,0
20230915_0444ZLWV,0.76666667,0.029728436106896156,1,0
20230915_0450LQHT,10.86666667,0.10134982672531301,1,0
20230915_0450ZBLK,0.58333333,0.02488072393117132,1,0
20230915_0453MCIT,1.25,0.014761220646385765,1,0
20230915_0454HNXW,4.43333333,0.6280598085618951,3,3
20230915_0455DIPV,0.88333333,0.2357327050133083,2,2
20230915_0458BVVS,0.75,0.027994204800529904,1,0
20230915_0461CPDH,0.61666667,0.30149008364907015,0,2
20230915_0463EFCN,1.2,0.0586635801694504,1,0
20230915_0463WKFR,0.6,0.03305746585778448,1,0
20230915_0465IKCD,1.65,0.2023952083668199,2,2
20230915_0465NTXR,0.58333333,0.05894194985726083,1,0
20230915_0465XYUN,0.5,0.04649903831536378,1,0
20230915_0466CZQH,2.0,0.20003579398139568,2,2
20230915_0469TTTT,1.7,0.0942759167874827,1,0
20230915_0470ANUB,8.23333333,0.029822346860274605,1,0
20230915_0473NIJC,0.8,0.05288334011496564,1,0
20230915_0473QPQB,30.06666667,0.6673058249656927,3,3
20230915_0475SSWC,3.83333333,0.13516647047527935,2,0
20230915_0475TAXF,0.88333333,0.07730421392502225,1,0
20230915_0478HEHF,0.53333333,0.036640178704555694,1,0
20230915_0491HPCE,1.41666667,0.016454761081814335,1,0
20230915_0493EKLZ,0.5,0.1355179958747548,2,0
20230915_0495JHMH,0.98333333,0.1351547437226257,2,0
20230915_0499NSSH,1.61666667,0.05476819450570948,1,0
20230915_0500KAUH,0.96666667,0.3404275135596209,0,1
20230915_0502FYKZ,0.78333333,0.2261741119421645,2,2
20230915_0503LULI,0.45,0.11268203130552358,2,0
20230915_0506DYBY,0.41666667,0.07207655140630861,1,0
20230915_0506LKKR,5.7,0.37489502864626156,0,1
20230915_0506MNBR,5.03333333,0.03288922461521959,1,0
20230915_0507FWBT,0.65,0.050853832797641274,1,0
20230915_0507MWAS,0.95,0.04564400003893267,1,0
20230915_0507NAFR,8.63333333,0.43422243781434716,0,1
20230915_0511NSLU,0.68333333,0.047826496329252344,1,0
20230915_0512RRDW,1.53333333,0.2928095942843049,0,2
20230915_0513URAL,0.38333333,0.08913234702356085,1,0
20230915_0514IUFL,11.33333333,0.4793890152312285,0,1
20230915_0516NFDJ,0.51666667,0.0594882594429191,1,0
20230915_0517FTEI,1.25,0.08326812483315867,1,0
20230915_0518CFEW,0.46666667,0.04492444140871212,1,0
20230915_0521DYMT,0.33333333,0.10057406411739171,1,0
20230915_0524XBMF,27.36666667,0.18440361469712416,2,2
20230915_0526TTBF,0.46666667,0.05115725472072621,1,0
20230915_0529XYRS,0.96666667,0.11478412367745962,2,0
20230915_0532BBYM,2.15,0.09888452650350268,1,0
20230915_0535ZFFA,9.5,0.18450475311423378,2,2
20230915_0536ANVF,0.36666667,0.023235460168097407,1,0
20230915_0538XTMZ,0.98333333,0.09154897390827921,1,0
20230915_0541MVNH,0.55,0.270524929457434,0,2
20230915_0541USKT,3.4,0.200689404219487,2,2
20230915_0543YAHH,0.66666667,0.0673529215074926,1,0
20230915_0544HUXS,0.58333333,0.04493562362617123,1,0
20230915_0544YLAV,2.18333333,0.34638748136774966,0,1
20230915_0545RVYA,8.81666667,0.2526028202267843,2,2
20230915_0545SWFB,7.68333333,0.18914766165863603,2,2
20230915_0546VZYC,13.6,0.44115015823668696,0,1
20230915_0547SCLB,0.3,0.027188421613821984,1,0
20230915_0548VCCY,0.26666667,0.023932225082402007,1,0
20230915_0549KIVU,0.31666667,0.02942824924000884,1,0
20230915_0550VRIN,0.41666667,0.024986535190639817,1,0
20230915_0551MJBJ,0.38333333,0.04839942604190871,1,0
20230915_0552IKDK,1.31666667,0.0988620766159025,1,0
20230915_0552ZNYL,3.13333333,0.06484750185233983,1,0
20230915_0558JFTM,0.7,0.16578715705442465,2,0
20230915_0559HJDQ,0.53333333,0.12625751027046675,2,0
20230915_0559TRLF,3.56666667,0.01327269288768182,1,0
20230915_0560MYNB,0.38333333,0.039739291419094304,1,0
20230915_0562SFFB,0.53333333,0.0316608056511469,1,0
20230915_0567CYMT,2.25,0.14972878767137843,2,0
20230915_0568BCRV,0.43333333,0.07099636587010853,1,0
20230915_0569BBCE,0.21666667,0.027553481189002842,1,0
20230915_0571WFCC,1.95,0.2754403034706798,0,2
20230915_0573FCLW,0.43333333,0.05398467075074768,1,0
20230915_0574NZHP,0.86666667,0.07170146250656924,1,0
20230915_0576BAEQ,0.45,0.02385377474368304,1,0
20230915_0576DLCZ,1.31666667,0.04086734789500041,1,0
20230915_0578UEHQ,0.31666667,0.018831813266721963,1,0
20230915_0579FSEC,0.25,0.19344366226675852,2,2
20230915_0579NPLT,0.2,0.023508580159726546,1,0
20230915_0584MTBB,0.38333333,0.14191835848972859,2,0
20230915_0587FBRV,0.46666667,0.05180908578798072,1,0
20230915_0588KXSC,2.78333333,0.08228650038472074,1,0
20230915_0589RZMP,1.43333333,0.07565824335610401,1,0
20230915_0592CLWU,0.28333333,0.028910428832694523,1,0
20230915_0592KTJE,3.45,0.10939336774646888,2,0
20230915_0593FQEZ,1.41666667,0.27001954277483653,0,2
20230915_0593ULXX,3.25,0.3312121813202521,0,2
20230915_0595HXZI,0.48333333,0.03053275050043675,1,0
20230915_0596FRKF,0.25,0.039765696244852315,1,0
20230915_0596MQXY,0.95,0.02863006693713685,1,0
20230915_0597EALZ,3.66666667,0.2532446830815478,2,2
20230915_0597RDII,0.53333333,0.08473188150959665,1,0
20230915_0601HDNN,0.53333333,0.03282751099841899,1,0
20230915_0603UWNU,1.18333333,0.04104156184103888,1,0
20230915_0605ADJJ,0.28333333,0.044306459195416315,1,0
20230915_0605BHHV,0.25,0.1324760818594556,2,0
20230915_0609EEMC,0.63333333,0.029015093813606757,1,0
20230915_0609QWCC,4.91666667,0.08924469820984907,1,0
20230915_0612ULFR,4.23333333,0.01825904728232754,1,0
20230915_0613AMIC,17.23333333,0.33154795308141605,0,2
20230915_0615RBFZ,0.18333333,0.02366123984438607,1,0
20230915_0616SNNV,0.46666667,0.030853829307911765,1,0
20230915_0617EJLN,0.45,0.03142967698342345,1,0
20230915_0617FKST,5.18333333,0.5680760349628323,3,1
20230915_0618MCBP,0.93333333,0.0923785741069097,1,0
20230915_0624RAUS,3.63333333,0.10146874789742856,1,0
20230915_0625BPNW,1.01666667,0.19784109009297565,2,2
20230915_0625TPWR,3.4,0.23415721375610993,2,2
20230915_0627EJKR,1.41666667,0.7573701783707608,3,3
20230915_0630CEDK,0.31666667,0.025387247757965428,1,0
20230915_0630CKVM,0.63333333,0.11634779272926722,2,0
20230915_0630QMEC,3.26666667,0.06787813790207503,1,0
20230915_0631NXTX,0.8,0.04862245579780147,1,0
20230915_0633SZHS,0.5,0.026094762896933375,1,0
20230915_0637DXQA,0.56666667,0.042239306774576095,1,0
20230915_0637KULD,2.51666667,0.09482727892202308,1,0
20230915_0639EQEV,1.3,0.06798012346668551,1,0
20230915_0640UTNV,7.16666667,0.17814866178605832,2,2
20230915_0643CSXS,0.4,0.036464867411899186,1,0
20230915_0644QHKS,2.95,0.3236830449120852,0,2
20230915_0646SEAJ,1.2,0.06962286515536108,1,0
20230915_0655TDYY,2.51666667,0.02978991377435759,1,0
20230915_0657AVPW,1.15,0.2612484431923297,0,2
20230915_0657JBQK,0.33333333,0.07264770163914343,1,0
20230915_0658VLPB,0.2,0.022154773138040866,1,0
20230915_0658YNZM,0.31666667,0.051291993774843885,1,0
20230915_0661IFRI,5.5,0.08218037174884858,1,0
20230915_0661SPIX,4.2,0.09138476198366037,1,0
20230915_0664NMCW,0.4,0.671451659998803,3,3
20230915_0666BAJP,2.05,0.13042479267936738,2,0
20230915_0667XHCI,0.33333333,0.045028190436496716,1,0
20230915_0668HDQT,0.38333333,0.022430578386575913,1,0
20230915_0669MFNW,1.48333333,0.15578125360854508,2,0
20230915_0669YFWM,0.46666667,0.09680682057815446,1,0
20230915_0671MBRJ,0.53333333,0.10426803463728902,1,0
20230915_0672PSWI,0.36666667,0.3314716069473884,0,2
20230915_0679EHWR,1.76666667,0.06019553760067547,1,0
20230915_0682UIIJ,3.35,0.055016148324674406,1,0
20230915_0683AZDB,0.7,0.027962820204986662,1,0
20230915_0684KVSP,0.21666667,0.10261210079567838,1,0
20230915_0685VFYK,0.56666667,0.05026615898565773,1,0
20230915_0686FHHC,0.65,0.029666872448688552,1,0
20230915_0686ZSYN,27.16666667,0.9048243034848155,3,3
20230915_0689SJLY,0.46666667,0.18793550062983636,2,2
20230915_0690RTQB,16.33333333,0.4003330117545255,0,1
20230915_0698BYZH,17.2,0.6915637872872082,3,3
20230915_0698FTSA,0.76666667,0.033127732558060057,1,0
20230915_0701CEDW,4.41666667,0.031806439247780295,1,0
20230915_0703BPCP,17.36666667,0.09165233420117913,1,0
20230915_0705UZMP,0.91666667,0.08688115943690021,1,0
20230915_0709BZWE,0.73333333,0.042973092708870085,1,0
20230915_0710MEST,0.71666667,0.023722600912569197,1,0
20230915_0711WDQK,1.2,0.19363960586328754,2,2
20230915_0714QIKR,0.61666667,0.22852827874988896,2,2
20230915_0718NAIM,0.45,0.15844576483544864,2,0
20230915_0718PIYU,0.26666667,0.098141706170426,1,0
20230915_0720BCCH,0.3,0.03407278081747805,1,0
20230915_0721IYLU,0.76666667,0.19327204097186368,2,2
20230915_0721JKKR,0.3,0.022265289490653546,1,0
20230915_0721SDTI,1.03333333,0.09756352025556592,1,0
20230915_0724RIWK,0.23333333,0.035715584056174324,1,0
20230915_0725XMME,0.7,0.036292974468006355,1,0
20230915_0734ITCN,0.6,0.14674045008274367,2,0
20230915_0735ITZN,0.16666667,0.07251287122654702,1,0
20230915_0736KELZ,1.75,0.07324606088423286,1,0
20230915_0736UQZB,4.45,0.11318849017498794,2,0
20230915_0738NZEP,0.4,0.04665458840094278,1,0
20230915_0740INUV,1.76666667,0.05622929689914781,1,0
20230915_0743QZVQ,1.03333333,0.07611943099053567,1,0
20230915_0745BANK,4.61666667,0.026295767116409546,1,0
20230915_0746AMTS,0.55,0.05757654697897898,1,0
20230915_0748ABDN,1.88333333,0.1577467743011516,2,0
20230915_0750CTLN,4.71666667,0.05592628998732237,1,0
20230915_0751IMVB,0.48333333,0.0388866575932228,1,0
20230915_0751UZYP,0.4,0.15180854185630094,2,0
20230915_0751VVDV,1.26666667,0.03890772312506282,1,0
20230915_0753LMQD,1.33333333,0.08750546653682269,1,0
20230915_0754FJBC,0.68333333,0.05624679513460104,1,0
20230915_0754TYXN,0.31666667,0.16187207771072315,2,0
20230915_0755DWNN,5.01666667,0.1855977301969095,2,2
20230915_0760ICKW,0.53333333,0.08361555227256537,1,0
20230915_0761MJMK,1.36666667,0.10922636797202825,2,0
20230915_0764XWHC,0.78333333,0.026437332016692117,1,0
20230915_0766AKCN,2.53333333,0.2026708625639336,2,2
20230915_0769TXVC,2.06666667,0.03280921183153623,1,0
20230915_0770ZHDK,32.55,0.43738280227697757,0,1
20230915_0774YDLP,0.91666667,0.025189441294538716,1,0
20230915_0775DMYQ,0.56666667,0.10348473461859503,1,0
20230915_0777NCUR,1.5,0.01755084695490929,1,0
20230915_0777RVWJ,0.5,0.20276556202515364,2,2
20230915_0777XBYX,0.31666667,0.06451254312760962,1,0
20230915_0778PKTN,1.38333333,0.09469976912943967,1,0
20230915_0779EXLQ,0.58333333,0.02800833460438149,1,0
20230915_0779JQYF,2.61666667,0.06846252009883237,1,0
20230915_0780VCLJ,0.23333333,0.12686441893200334,2,0
20230915_0783ARXW,3.7,0.10747347215726541,1,0
20230915_0784CWNX,0.43333333,0.02717608681358342,1,0
20230915_0784TTRI,1.4,0.029012504783752502,1,0
20230915_0788LJNN,4.15,0.07109819133658225,1,0
20230915_0789VYHA,0.5,0.021519121427727394,1,0
20230915_0790WTDE,3.6,0.1197123586888263,2,0
20230915_0792WBES,0.26666667,0.12833459912644626,2,0
20230915_0794PWCN,0.68333333,0.08064951012252797,1,0
20230915_0796FQZM,1.1,0.11764365169837906,2,0
20230915_0798NQDJ,2.51666667,0.02033324669650448,1,0
20230915_0798SBRF,0.63333333,0.3911793818485388,0,1
20230915_0800XAFE,12.65,0.0613816406086063,1,0
20230915_0801MSPZ,15.05,0.36600480072822345,0,1
20230915_0803APUM,0.41666667,0.3377917805004742,0,1
20230915_0808RMDY,0.61666667,0.26378502471716514,0,2
20230915_0809EHFX,0.66666667,0.10050609336776255,1,0
20230915_0809NKKS,9.7,0.3364412926518531,0,1
20230915_0810TPKQ,0.43333333,0.048801098550356324,1,0
