dlvry_id,전체배차시간,outcome,y_pred,KMeansCluster
20230824_5203CEEL,0.21666667,0,0.0670528213486225,0
20230830_8408VMST,1.08333333,0,0.022896966766598466,0
20230821_9969ULUN,4.16666667,0,0.0489878302752599,0
20230826_0675JMUQ,0.48333333,0,0.04925364353634583,0
20230831_6079FZQJ,3.93333333,0,0.03063877532067052,0
20230824_0405BBJS,2.21666667,0,0.06017778088755611,0
20230826_8368WLNP,16.51666667,1,0.2443048668640628,1
20230821_2920PYMA,3.06666667,0,0.220616050661246,1
20230826_3405UECX,1.28333333,0,0.13797508543770048,2
20230829_4817HUHA,1.05,0,0.03306522890507771,0
20230903_2861VZDM,9.51666667,1,0.06585509374236168,0
20230828_0883YXKB,1.05,0,0.05982565484234963,0
20230829_1713SSXN,0.83333333,0,0.07196934738093234,0
20230901_4620WRXF,2.98333333,0,0.03826589744742884,0
20230823_1662SEVE,36.3,1,0.20080588358893772,2
20230825_6370ADAQ,0.3,0,0.031493522917111993,0
20230829_9056BCLA,24.83333333,1,0.28834775772499593,1
20230831_3981MWAK,0.75,0,0.0475524190681886,0
20230825_7246FSFD,0.38333333,0,0.06517945968108069,0
20230902_1199WWTQ,4.23333333,0,0.1577424315390262,2
20230901_8602KRFU,1.26666667,0,0.038851788841272016,0
20230828_0098UWFE,0.48333333,0,0.19119318981577524,2
20230821_2461WKMQ,0.6,0,0.03822530364354609,0
20230828_6519ABZI,0.63333333,0,0.060781958426890985,0
20230831_3407KTXP,2.7,0,0.0807409254175229,0
20230827_3715QWVN,1.81666667,0,0.06775346634419775,0
20230831_5110MXWM,7.23333333,1,0.27180492240513604,1
20230828_9592BPHP,2.46666667,0,0.1080716357743429,2
20230829_1422FQBM,1.05,0,0.027054237764825257,0
20230825_6813MYML,1.55,0,0.26631981814492744,1
20230827_4584BNWJ,1.9,0,0.1050649982777078,2
20230830_4437UXKY,2.48333333,0,0.11866203228328415,2
20230828_0053IZDY,1.55,0,0.08443233796495297,0
20230902_1821LEPZ,19.56666667,1,0.09768823404632873,2
20230827_9285MYMH,0.68333333,0,0.18508163882664183,2
20230822_0391CBKA,0.51666667,0,0.1850929578135714,2
20230821_0349ZXQS,0.4,0,0.02423906593186968,0
20230829_7122XIRQ,1.68333333,0,0.056512034130350594,0
20230828_8185RANH,0.43333333,0,0.03039824678807062,0
20230829_0866ERXS,0.55,0,0.01787510963603579,0
20230822_5725CEXZ,10.01666667,1,0.19315582574029297,2
20230826_1547CKZC,0.73333333,0,0.04138562867574601,0
20230822_5161NDJA,0.33333333,0,0.04285047793508199,0
20230830_5613QMXB,0.28333333,0,0.02210017503576754,0
20230901_4429TUTQ,3.26666667,0,0.024792971032318346,0
20230827_7313CKXZ,0.48333333,0,0.04699209920425936,0
20230903_4583UJRB,0.5,0,0.026271955409694788,0
20230902_4131JCQH,0.6,0,0.08981490375970633,2
20230829_1670INNK,1.28333333,0,0.14223481423272927,2
20230826_5727NNJH,1.06666667,0,0.1314723054479326,2
20230827_2986KBSX,1.35,0,0.042397506631212216,0
20230822_2920NBXS,5.45,1,0.4980000853740167,3
20230825_3160JVYT,0.63333333,0,0.042005334342237015,0
20230901_8777CDYW,0.43333333,0,0.03946069616319205,0
20230828_3625XKXJ,1.98333333,0,0.151026654757274,2
20230826_2336XRYB,0.45,0,0.045429785128364486,0
20230830_9294YHJV,1.0,0,0.07430810589809327,0
20230828_0176RUZC,6.81666667,1,0.0598285195535104,0
20230828_3185IKLR,0.53333333,0,0.06630179507957368,0
20230831_0895TWDI,0.76666667,0,0.13426168372898553,2
20230828_5728LANL,0.5,0,0.059605311603068846,0
20230831_9056BLWH,0.7,0,0.010554732525914053,0
20230830_8350BPMC,1.2,0,0.06628634234670117,0
20230827_7352KPKI,2.41666667,0,0.05044615134679203,0
20230822_1354RDNX,0.58333333,0,0.026258329085158207,0
20230903_3115BACC,0.88333333,0,0.05215036675758652,0
20230830_6430DTUX,0.81666667,0,0.12003369890188602,2
20230903_0327QTQJ,0.6,0,0.01245150662365914,0
20230828_7225CKRN,2.18333333,0,0.06514216945137347,0
20230824_6780HZWI,0.51666667,0,0.06852910062863227,0
20230829_7476UBEI,0.68333333,0,0.12796432217139003,2
20230822_2780CTMR,1.18333333,0,0.04118908529416327,0
20230826_8043HFQK,7.41666667,1,0.2605843913836468,1
20230903_7576YRTA,1.7,0,0.10946187597920526,2
20230829_7080ZETH,2.38333333,0,0.1320126967065577,2
20230831_5560ZBCQ,0.46666667,0,0.1763195595560345,2
20230903_5144HAXP,0.23333333,0,0.047162313362566315,0
20230824_2727LXXD,0.31666667,0,0.01972844743954639,0
20230827_3205CBRT,0.3,0,0.1481940163391295,2
20230822_4300ZHEM,0.31666667,0,0.046502598339809,0
20230826_1369RABJ,2.23333333,0,0.10253496473846294,2
20230831_6091FPCK,0.75,0,0.049671868185262744,0
20230822_8387MAIK,0.38333333,0,0.05417980315111551,0
20230827_4704SMBJ,1.01666667,0,0.039438896691640066,0
20230827_8040QDCU,1.11666667,0,0.06205976158387758,0
20230821_5578UQRD,0.58333333,0,0.04743896588122434,0
20230827_7640DYTW,0.23333333,0,0.15407896576219618,2
20230823_1106ACYF,34.38333333,1,0.6500955961866565,3
20230903_6443HPDX,26.08333333,1,0.16542148373310273,2
20230831_9717CYCU,0.75,0,0.017362634696037646,0
20230826_6416ATET,2.2,0,0.048348107143097,0
20230830_2880ELDD,0.8,0,0.019575110832834395,0
20230903_4003LPNZ,1.2,0,0.019893465806111753,0
20230821_0988LWHX,2.0,0,0.257644543879829,1
20230831_8537HWKY,0.36666667,0,0.029072826388366675,0
20230821_8280VNSN,0.38333333,0,0.06762116494979101,0
20230830_1374UQRW,7.65,1,0.030523821075164326,0
20230903_4208KFFY,0.35,0,0.07619112202893188,0
20230821_9273NNPM,0.61666667,0,0.03728499536000428,0
20230829_3195XPHE,2.33333333,0,0.02714286387724279,0
20230902_4654CFLH,1.06666667,0,0.01994338262761728,0
20230829_9881AEJY,0.71666667,0,0.09399636843030984,2
20230829_1287SJXJ,0.7,0,0.17142397744674098,2
20230830_6468VULV,0.75,0,0.0777387569450903,0
20230831_4866KBEP,0.51666667,0,0.11743576694077729,2
20230821_3620MKTS,0.41666667,0,0.00988003809677659,0
20230901_0038XZBC,0.55,0,0.04169928894882097,0
20230831_4776DKFL,0.23333333,0,0.10017977288956065,2
20230826_3618HBWT,3.08333333,0,0.205161094382601,2
20230821_8105ZQVU,6.7,1,0.2769020885844882,1
20230827_2057JDFL,2.0,0,0.1454317388403719,2
20230828_5447UTSV,1.21666667,0,0.035318271373013334,0
20230831_1358ZBCT,0.43333333,0,0.030982536393780704,0
20230831_4424WXYV,0.18333333,0,0.054445545432003424,0
20230825_9834MVVB,1.68333333,0,0.04265910102447513,0
20230826_4481IKTU,0.36666667,0,0.03481362555518618,0
20230827_0409PBSW,0.31666667,0,0.05364480669229766,0
20230828_5278XRLV,0.75,0,0.07003781024318667,0
20230829_5721DHVZ,0.3,0,0.020913644258767895,0
20230821_4971ZFAC,0.55,0,0.08967167789912968,2
20230825_6676EXXB,0.55,0,0.03648296791079395,0
20230824_6544JYLL,0.65,0,0.02341407717541065,0
20230828_2287AZCM,0.15,0,0.031163765727952392,0
20230901_6299XNBK,1.03333333,0,0.022674653016059983,0
20230902_9074UDNY,1.43333333,0,0.05452251318582042,0
20230830_3511CMTD,9.23333333,1,0.43832171490333394,3
20230824_9515SQSX,2.05,0,0.07512771199644357,0
20230823_7547EDPU,1.93333333,0,0.028574327615795387,0
20230903_6317CKRC,1.15,0,0.10816930026891419,2
20230826_8062HRVM,0.73333333,0,0.1324468899903847,2
20230828_9478VYUV,12.18333333,1,0.043953517153726834,0
20230830_9683WMNN,0.35,0,0.025902776075382772,0
20230830_7765PLFZ,0.36666667,0,0.0184441660209884,0
20230828_5332TIAX,0.21666667,0,0.189925681345535,2
20230828_7511ZPUZ,1.65,0,0.21624259615168773,1
20230825_4679ZFKD,5.01666667,0,0.1146907573502637,2
20230829_3033FXHN,0.13333333,0,0.025934138011957045,0
20230826_8886IVAZ,0.38333333,0,0.04871976077947904,0
20230822_6820DWBZ,5.93333333,1,0.183337092309607,2
20230827_2598YDDF,1.26666667,0,0.22851808738477739,1
20230831_4069HLIN,1.51666667,0,0.02518677402400179,0
20230822_2729BKMC,2.63333333,0,0.033736987195303283,0
20230829_5535ZMUI,0.18333333,0,0.10370600721622578,2
20230903_8558NEDB,0.71666667,0,0.0587455321398505,0
20230826_2594EMBE,0.21666667,0,0.020336706306537028,0
20230901_2128LBLP,19.7,1,0.30351628959604476,1
20230826_4355HDWN,0.25,0,0.0859933494474223,0
20230823_6056KNES,2.08333333,0,0.11953586192393204,2
20230826_9092FECI,1.28333333,0,0.020183849183846466,0
20230822_0872XFYE,10.6,1,0.047520031078293334,0
20230822_0052EJHS,2.25,0,0.017934269743666097,0
20230825_2618BCZJ,0.65,0,0.06502025172709419,0
20230902_9824ACPX,1.48333333,0,0.04385817567209026,0
20230821_9977PDJV,0.75,0,0.08281938330738839,0
20230901_8068CBNM,3.33333333,0,0.6232605097238573,3
20230821_9176MYPJ,1.75,0,0.074969543524791,0
20230826_2181HABA,0.4,0,0.12122036555885643,2
20230903_2809FIKT,0.75,0,0.04698620689363054,0
20230828_7661NNMF,1.03333333,0,0.0711630554932323,0
20230828_7094IRAN,0.75,0,0.07964696713348259,0
20230821_9537KIZM,4.23333333,0,0.23712728899255078,1
20230901_9467QRLK,0.26666667,0,0.030134427560836126,0
20230827_0888YRJC,4.01666667,0,0.3104999052406869,1
20230829_9812PKUP,1.28333333,0,0.0757865872487733,0
20230826_0814NAKU,0.66666667,0,0.02708224769266192,0
20230822_7999SUVN,7.35,1,0.07516483782562142,0
20230827_1134VKEP,4.23333333,0,0.023704465340986327,0
20230902_1052PAAF,0.65,0,0.032283806122639064,0
20230902_9400ZLMA,1.78333333,0,0.11248231640409516,2
20230825_1519LHBK,1.08333333,0,0.04408982683564203,0
20230901_7790QAUJ,1.9,0,0.11060636058600913,2
20230822_0276MRVB,0.48333333,0,0.03224840136660341,0
20230830_9864UVAT,1.0,0,0.03209852338604638,0
20230826_1989DXCP,2.36666667,0,0.1059763870559544,2
20230901_7908BRQP,20.7,1,0.24206260721669878,1
20230823_1002TINL,1.41666667,0,0.030425729997968644,0
20230825_2391REEP,0.36666667,0,0.17080708561326188,2
20230826_4672JYCX,0.41666667,0,0.14489500726831658,2
20230831_1233VAYI,2.2,0,0.07351368451961832,0
20230826_3919EPIQ,0.55,0,0.06886406048026125,0
20230828_9882TIAL,0.33333333,0,0.04465824409997707,0
20230824_5413JFFH,1.45,0,0.03632881333808735,0
20230823_2316HIQA,13.68333333,1,0.035657561605459236,0
20230901_0263KYZQ,1.08333333,0,0.033048642275306614,0
20230824_6242JUBF,0.85,0,0.02522277085684672,0
20230823_1620VDAD,3.33333333,0,0.021182232237419225,0
20230826_8003DILR,0.8,0,0.28597244302403135,1
20230827_0210HXWR,0.98333333,0,0.09611428951469915,2
20230822_2176HKLT,0.31666667,0,0.014666707847281992,0
20230829_8693ZZDJ,1.33333333,0,0.06737415199686737,0
20230823_0437CEKJ,1.7,0,0.037237853987178375,0
20230823_2567RTPI,5.63333333,1,0.029700420274651525,0
20230826_6847CUDT,0.93333333,0,0.02185518168092711,0
20230825_4254IYRM,8.21666667,1,0.051083623431564446,0
20230829_6462DIJN,0.63333333,0,0.06319290964230437,0
20230822_1770AAWH,0.48333333,0,0.013572085823257864,0
20230903_7154PZXI,3.95,0,0.05989243629476329,0
20230825_5418YRFY,0.71666667,0,0.02609674319953489,0
20230827_8320EIBN,2.8,0,0.2106069892827015,1
20230831_1388KNJE,10.95,1,0.18159126339619855,2
20230903_1744UYYS,6.28333333,1,0.0970596329208625,2
20230826_7658WYXT,0.13333333,0,0.025954153767625488,0
20230824_1510DVZJ,0.73333333,0,0.02906193795541545,0
20230903_1952QHJC,14.58333333,1,0.18641616675335437,2
20230824_4105FHBV,0.43333333,0,0.04894877106291523,0
20230903_9710VVDZ,0.93333333,0,0.2118511778652893,1
20230825_1852CPKZ,1.76666667,0,0.16052743081356316,2
20230822_7839RMEU,11.55,1,0.14478733532884916,2
20230825_9277JBZY,0.5,0,0.049260477611486726,0
20230822_7046KWYW,8.78333333,1,0.11543666864698014,2
20230903_2565DMNM,8.86666667,1,0.3971428235832615,1
20230827_1589XKHH,1.58333333,0,0.04026728213729908,0
20230902_4274VRKC,0.48333333,0,0.0818918471400197,0
20230827_5501FZYD,2.85,0,0.08978279383661852,2
20230826_3974LUDV,0.13333333,0,0.02130991931256274,0
20230825_4301YMSC,0.48333333,0,0.06114704520172305,0
20230825_2179KNHI,1.08333333,0,0.374539378456388,1
20230829_1624YELK,1.7,0,0.04134788660962183,0
20230821_2960FJER,3.48333333,0,0.08980389885041803,2
20230821_5437WKKK,0.48333333,0,0.00804207550047615,0
20230829_1093IAIA,0.9,0,0.04065527456620009,0
20230823_2534DWWF,8.21666667,1,0.16701100482816852,2
20230825_2098CYCA,5.68333333,1,0.30260716166296764,1
20230826_0973ZZRE,0.55,0,0.12100240207672876,2
20230830_3797TYQL,0.73333333,0,0.029389705239932232,0
20230903_1130ZCUN,2.06666667,0,0.0897173319720291,2
20230822_8884DYTD,8.31666667,1,0.2230864385566159,1
20230826_4709PINW,0.25,0,0.12123341149406505,2
20230821_1014MAYZ,1.88333333,0,0.21245776390399984,1
20230901_2187SLBI,2.38333333,0,0.3398529637332002,1
20230826_8818HACR,1.2,0,0.16536359275511242,2
20230827_7564IHUI,11.75,1,0.13098961598911477,2
20230821_8850NBJX,1.23333333,0,0.013249622557387831,0
20230831_6592JFBU,2.08333333,0,0.1280462044557862,2
20230822_5023UUYX,1.15,0,0.03044038672798093,0
20230828_4325JKSI,0.51666667,0,0.08509123689168253,0
20230825_5727HJCZ,2.18333333,0,0.17402700976244692,2
20230826_6347LLWW,0.58333333,0,0.1208433309325698,2
20230828_5207XZXI,0.78333333,0,0.06670816671422307,0
20230901_9464KKYH,0.51666667,0,0.06413764323019319,0
20230825_8478AAQW,7.68333333,1,0.3337475981695351,1
20230902_3207AJBA,0.58333333,0,0.061042599889906485,0
20230823_0460EJSU,4.11666667,0,0.16994880248251365,2
20230902_5463VYJV,1.05,0,0.4516892137458683,3
20230901_2520SXYT,1.25,0,0.013404335553255242,0
20230827_2661HUMW,1.56666667,0,0.1176301132530504,2
20230831_0699HKIH,1.75,0,0.058472727025848464,0
20230831_8491EUYK,0.61666667,0,0.0333220807569462,0
20230829_3326WHYD,10.63333333,1,0.3161728050417347,1
20230829_6572NANW,1.81666667,0,0.0427268988434398,0
20230821_6218QRJH,3.85,0,0.1554240652504271,2
20230828_2726SVWM,0.85,0,0.015529778130740138,0
20230821_3679PQQV,0.48333333,0,0.012184676064880526,0
20230824_1809RYRV,1.25,0,0.043522357620405676,0
20230828_6652BIEZ,3.21666667,0,0.08822095022463955,2
20230902_9030RQEL,2.28333333,0,0.05791468851215324,0
20230821_7685FHUX,0.8,0,0.025252015385482107,0
20230827_8798JZPE,0.5,0,0.05317692216009094,0
20230825_0729HWPL,1.2,0,0.009634591540739106,0
20230827_7043KHCN,1.65,0,0.06314764558339207,0
20230825_0643MTTW,1.46666667,0,0.10484150298889573,2
20230829_5904IAAT,0.53333333,0,0.043294400144830186,0
20230821_3171EVDQ,0.6,0,0.029469773586906285,0
20230901_7994UQXC,8.06666667,1,0.05956512895205456,0
20230822_6736PSRC,2.03333333,0,0.0131163328575782,0
20230828_5006JWSV,0.18333333,0,0.08244395927038493,0
20230822_2828DNCH,0.8,0,0.018694673242203544,0
20230828_1409NRYA,2.98333333,0,0.13359386048449365,2
20230827_9626VXYI,0.56666667,0,0.05031076276450692,0
20230827_8186ZFVD,0.8,0,0.08493900413637898,0
20230831_6928YFUY,0.55,0,0.127217646375115,2
20230831_8753RJYU,0.23333333,0,0.03119133960172665,0
20230821_8964TISH,0.73333333,0,0.03180149127207052,0
20230825_1671XCCL,0.3,0,0.0129027425334818,0
20230831_3519HZUW,0.33333333,0,0.03881461009874898,0
20230829_5862WQIX,11.23333333,1,0.021088317660571208,0
20230825_7476CDIQ,0.88333333,0,0.20635817645032595,2
20230828_1422PBNF,0.48333333,0,0.052146856515563424,0
20230826_0283FMPX,13.05,1,0.7954644255293809,3
20230903_0666LEFD,0.91666667,0,0.03479569722599335,0
20230825_9931DWWS,2.7,0,0.02899575341209228,0
20230902_2976QAEK,4.5,0,0.30697737226818167,1
20230825_6923MCDI,0.48333333,0,0.0418272936824002,0
20230827_3739IPFI,0.5,0,0.02328548390045411,0
20230829_0354ZNXR,5.5,1,0.34655042750466036,1
20230823_4278ISZY,0.58333333,0,0.07417734248526382,0
20230826_1120XNNU,0.3,0,0.19871567997741205,2
20230827_8484ZJYW,2.91666667,0,0.16132201468119192,2
20230829_8549DVLT,1.3,0,0.024967382841227594,0
20230825_5042WEDI,5.75,1,0.39613590901095114,1
20230902_6844SRYP,2.0,0,0.019475010684452586,0
20230827_0044EJBH,4.03333333,0,0.019715004127835705,0
20230829_4549IQDH,0.55,0,0.06589534085481509,0
20230831_7589ZRAK,0.7,0,0.18418421901663787,2
20230824_5434BFVD,1.28333333,0,0.04317881110943995,0
20230901_3415VZXP,0.76666667,0,0.028615872295499875,0
20230826_2698UBCX,0.83333333,0,0.04097434853176036,0
20230903_6096FNXH,0.55,0,0.035565121432692096,0
20230822_7497KFBU,5.78333333,1,0.0462166768329418,0
20230821_2113ASSF,4.61666667,0,0.06595430901651457,0
20230901_4242WBMI,1.05,0,0.0359528095796505,0
20230828_2213DAYB,0.68333333,0,0.06562622880216568,0
20230831_0169EVUC,0.85,0,0.024416370366319034,0
20230902_1853UQSK,1.45,0,0.0262360031524556,0
20230826_5092ZREX,1.0,0,0.04633028217885447,0
20230831_2107QCAD,16.45,1,0.21136328262034462,1
20230824_2078LQWQ,2.88333333,0,0.0802356036525065,0
20230826_8951FWCK,5.83333333,1,0.14529670899344665,2
20230902_0487VPJJ,13.0,1,0.20014811482381006,2
20230827_6806KWYU,0.23333333,0,0.1192948853121917,2
20230831_5669FYQK,0.53333333,0,0.03004396359536085,0
20230826_7336AVKL,0.4,0,0.014335702612037104,0
20230825_6390KALX,0.6,0,0.012162768992003088,0
20230827_9791PMWA,1.18333333,0,0.018595098628006224,0
20230824_9403VMPV,0.83333333,0,0.01738976677155909,0
20230902_6101SBMW,0.98333333,0,0.03342002603418655,0
20230829_1708TSIL,1.48333333,0,0.25516309552558925,1
20230831_8046RRMA,4.8,0,0.09119619133655346,2
20230829_8365IVYB,0.6,0,0.031048215880241897,0
20230822_4975ZXZK,0.53333333,0,0.038152591930277806,0
20230830_1012YWBE,1.46666667,0,0.02175739556330087,0
20230902_1747HADQ,0.7,0,0.024785066179750875,0
20230830_0005XXYB,0.61666667,0,0.08505150124007278,0
20230902_4320RRVX,2.3,0,0.04197188214370185,0
20230826_3741VFRJ,0.86666667,0,0.08708117150714731,2
20230830_5230BXKU,1.3,0,0.0417816883076586,0
20230828_7263XDDC,3.16666667,0,0.036184482570212506,0
20230821_9734KYWZ,1.25,0,0.019773664599764276,0
20230830_5891JXWD,3.75,0,0.0648439307643678,0
20230827_8641VQAT,1.73333333,0,0.021722286957932876,0
20230827_7737VDUW,0.4,0,0.1742576296574401,2
20230827_9589RFAW,1.06666667,0,0.0587994795945369,0
20230828_8443THHW,1.95,0,0.2923166597773131,1
20230829_5316RHDH,0.15,0,0.10022365477044526,2
20230902_8046FNIK,2.43333333,0,0.013971455403196994,0
20230826_8442FSEY,0.25,0,0.07212021528401627,0
20230823_6682SPWU,1.9,0,0.03491349209475068,0
20230824_7728KYPN,0.73333333,0,0.09296917977943771,2
20230824_9257AEKM,0.68333333,0,0.0740539623786421,0
20230827_1814AZXP,0.33333333,0,0.07518125283513029,0
20230823_4326BJBI,0.35,0,0.027562736013720807,0
20230821_4682CJZU,2.7,0,0.021915266758587095,0
20230901_6902WKXT,2.35,0,0.07078981274610976,0
20230829_7448DYSD,1.15,0,0.05347325062827673,0
20230831_5822TUQY,0.86666667,0,0.41851695194565536,1
20230831_9507JPFV,0.75,0,0.023513165145460833,0
20230821_7090DZER,1.6,0,0.013474862606559328,0
