shop_loc_pnt_lat,shop_loc_pnt_lon
37.49254672,127.0116868
37.4957417,127.0145145
37.49054712,127.0212415
37.49301897,127.0162697
37.49885129,126.9974657
37.49785144,126.9993544
37.50501736,127.0042149
37.47554928,127.0446287
37.48335305,126.9956607
37.48079857,127.0389068
37.50129569,127.0110755
37.48682521,127.0144922
37.484194,127.013119
37.49926793,126.9987711
37.48768611,127.0085205
37.48468606,126.9859116
37.49296343,127.016964
37.46896664,127.040657
37.49499039,126.9843003
37.48271455,127.0131869
37.48496377,126.9839117
37.481528,126.992566
37.48529792,127.0318796
37.48865856,127.0272688
37.47557708,127.0459619
37.49026953,127.0297963
37.48393615,126.9863004
37.50848944,127.0186023
37.49235183,126.985828
37.51090585,127.0200466
37.50346226,127.0197691
37.49363006,127.0192972
37.49857406,127.0261853
37.48657523,127.0140201
37.48218673,127.0073819
37.50343457,127.0244353
37.51851595,127.0129915
37.4842416,126.9823841
37.50876691,127.0035482
37.49229676,127.0126589
37.50829507,127.0216854
37.49207455,127.0115201
37.51573857,127.0173245
37.48924158,127.0135756
37.48601919,126.9830784
37.50921362,127.007501
37.48057645,127.0431565
37.50635086,127.0223521
37.48546425,127.0141867
37.50316824,127.0048216
37.48726904,126.9832451
37.48432587,127.0351571
37.49393511,126.9931051
37.48618602,126.9934664
37.49590759,127.0199081
37.49154647,126.9915775
37.492295,127.0120052
37.48843639,127.0289353
37.4907969,127.0103536
37.4797699,126.982662
37.48721354,126.9858282
37.49046359,127.0095204
37.49293564,127.0162974
37.48273848,127.012585
37.49537932,126.9893832
37.48496462,127.0316852
37.50860041,127.0119363
37.49540758,127.0163807
37.49451884,127.0186861
37.50554512,127.0067146
37.49665692,126.9877444
37.4825483,127.0352682
37.49074087,126.9836894
37.4889912,126.9904666
37.50593424,127.0219077
37.47496602,127.0449898
37.47721469,126.985384
37.51540527,127.0167134
37.49260227,127.0119923
37.4982683,127.0131587
37.49960121,126.9978823
37.469567,127.044381
37.48699175,127.0084372
37.50142,127.0242107
37.50912831,127.0217132
37.49240791,127.015242
37.50823952,127.021741
37.50415633,127.0031039
37.496102,127.0193804
37.49443542,127.0132421
37.4882695,127.0150477
37.48146441,126.9969106
37.48507506,126.9945219
37.48754691,126.9898833
37.48154765,126.9926055
37.50607312,127.0223799
37.48910272,127.0140478
37.49179643,126.9906609
37.4720775,127.0464064
37.51079474,127.0194911
37.48165883,126.9971051
37.49726793,126.9857168
37.48279755,126.9949108
37.50471218,127.0231576
37.50890587,127.0086032
37.48746352,126.9861615
37.50610056,127.0036593
37.49185263,127.0271576
37.48502033,127.0406566
37.49154677,127.0082982
37.4683001,127.0430735
37.50868386,127.0188523
37.48549151,126.9855227
37.48674143,126.9891612
37.50271242,127.0238798
37.48354824,127.0382124
37.50660084,127.0225743
37.503129,127.02163
37.50074045,127.0247687
37.4922968,127.0144921
37.49812965,127.0252687
37.49035219,126.992633
37.48215877,126.9969106
37.4826309,126.994633
37.488249,127.017174
37.48496462,127.0316574
37.47768778,127.036796
37.48674132,126.9826618
37.49501872,127.0154086
37.49226,127.0158852
37.51554418,127.019241
37.50604535,127.0226298
37.49299114,127.0134088
37.48257515,126.9837451
37.46805011,127.0420736
37.49257481,127.0292685
37.48121473,127.0131592
37.48354749,126.9965773
37.47327182,127.047684
37.48529728,126.9959384
37.4956576,127.0192415
37.49090765,126.9908831
37.48121449,126.9999104
37.47229967,127.0452398
37.49257458,127.0164919
37.51035018,127.0100197
37.50151808,127.0217411
37.48285312,126.9959662
37.49632735,126.9856582
37.50285131,127.0245186
37.49243562,127.011409
37.49771232,126.9856612
37.48824161,127.0087427
37.488294,127.016881
37.51357218,127.01863
37.48596364,126.9830229
37.50442081,127.0008156
37.5078229,127.0217687
37.49287916,127.0283964
37.48601921,126.9843839
37.49354681,127.0233801
37.49349098,127.007826
37.49279677,127.0161308
37.50051825,127.0247131
37.49637912,126.9843003
37.49410212,127.0132421
37.48524171,126.9948552
37.48321495,127.0384068
37.49263876,127.011314
37.49629579,126.9839392
37.49407445,127.0187972
37.4827978,127.0087984
37.48418655,127.0099372
37.503775,127.024063
37.47163308,127.0452676
37.51304446,127.0184078
37.50843395,127.0219076
37.49310227,127.0150198
37.50085156,127.0256575
37.49221339,127.0099925
37.49057439,126.9932163
37.48129771,126.994272
37.4879634,126.9828284
37.50318434,127.00977
37.50179562,127.0101311
37.50265663,127.0102699
37.49401907,127.028213
37.51039315,127.0207245
37.5037992,127.0211986
37.50914802,127.0014696
37.47796461,126.9854396
37.50768381,127.0092421
37.48651966,127.0129368
37.49182457,127.0110202
37.49526867,127.0140476
37.47893672,126.9854118
37.48207571,127.0114093
37.50937802,127.00727
37.48535328,127.0212972
37.47377177,127.0477951
37.48232568,127.0116037
37.49686105,127.0281183
37.47696565,127.0371293
37.492582,127.029257
37.48749124,126.9832173
37.49126908,127.0113535
37.47577146,127.0432955
37.50923915,127.0074367
37.49887956,127.0255187
37.4939911,127.017714
37.48607479,126.986217
37.48965809,127.0075761
37.47729796,126.9823288
37.50693412,127.0216854
37.47821452,126.9820788
37.49882351,126.9973268
37.48468661,127.0169921
37.48465875,127.011937
37.48379787,127.0194919
37.4688553,127.0272693
37.46780013,127.0417403
37.49118574,127.0104647
37.48029762,126.9826897
37.4756326,127.0445454
37.47107723,127.025075
37.48554759,127.0148256
37.49032491,127.0205471
37.48357594,127.0342127
37.4956022,127.0270742
37.47585481,127.0448231
37.51101688,127.0166025
37.48604695,126.9826063
37.48557545,127.0195196
37.49165748,126.9866335
37.50204584,127.0239909
37.48260307,126.9918277
37.47810354,126.9887726
37.47679804,126.9832731
37.49122581,126.9856257
37.484472,127.036673
37.4935038,127.0121267
37.51623852,127.0175467
37.49174129,127.0134644
37.48574211,127.0202417
37.48524213,127.0184364
37.5030177,127.0103533
37.46199511,127.0339634
37.48385375,127.0378235
37.4810486,127.0424065
37.49524039,126.9860779
37.48935261,127.0095759
37.491908,127.0169641
37.51715509,127.0182133
37.49124094,126.991022
37.49404663,127.0162141
37.50321235,127.0229077
37.48421483,127.0382957
37.48521386,126.99055
37.50923915,127.0074089
37.48182525,126.9842173
37.49099087,126.9851337
37.49471343,127.0281574
37.49018552,126.9916609
37.49426887,127.0186583
37.4819088,126.9967162
37.49793525,127.0264908
37.49615757,127.0204636
37.47668696,126.9845786
37.49379436,127.0131129
37.4874917,127.009076
37.48385382,127.0417121
37.49562994,127.0255743
37.47241077,127.0451565
37.49415776,127.0183528
37.51807164,127.0177966
37.49415765,127.0123811
37.49132464,127.0115201
37.50346226,127.0197968
37.48074202,126.9832175
37.4894637,127.0091871
37.49026875,126.9863836
37.48626963,127.0097704
37.48751921,126.9941885
37.48721363,126.9910221
37.50585091,127.021741
37.48718643,127.022797
37.48090894,126.998355
37.50146253,127.0216856
37.51043369,127.0207132
37.49068546,126.9914664
37.49487983,127.0146586
37.48482502,126.9908
37.47466034,127.0356295
37.47085504,127.0253806
37.47890992,127.039879
37.5156275,127.0187966
37.50395073,127.0047947
37.4636059,127.0262696
37.49154716,127.0299351
37.49479599,126.9857168
37.49307447,127.0134644
37.47566035,127.0427122
37.49885129,126.9974379
37.49296328,127.0087426
37.50962824,127.020991
37.50099042,127.025102
37.50321946,127.0040974
37.50904495,127.01963
37.49854627,127.0257131
37.48063196,127.0410733
37.48679769,127.0283799
37.47718688,126.9831342
37.49596328,127.0279907
37.48929742,127.0299352
37.49701795,126.9856335
37.50215628,126.9877165
37.49224127,127.0154087
37.49404607,126.9852169
37.50654497,127.0048537
37.48654744,127.0128535
37.47652137,127.0435177
37.50398974,127.0065758
37.50601099,127.0068443
37.51921034,127.0146302
37.49282407,126.9899387
37.48824176,127.0171586
37.49207457,127.0127978
37.487222,126.985844
37.49143573,127.0112146
37.50957266,127.0197689
37.49121357,127.0135755
37.48121442,126.9959663
37.49490762,127.0151308
37.4813533,126.9966607
37.5004905,127.0258797
37.4776868,126.9822176
37.49129686,127.0117423
37.46824451,127.0408237
37.49246301,126.9900498
37.498358,126.998524
37.48113141,127.0134647
37.50896159,127.0181024
37.48671413,127.0154644
37.49385165,126.9854113
37.4930602,127.0147365
37.49510203,127.0144364
37.49186,127.027173
37.49279665,127.0097425
37.49257409,126.989411
37.49540765,127.0202415
37.48213098,126.9960774
37.50029582,127.0117699
37.47807668,127.0395735
37.49371291,126.9926329
37.47729895,127.0375737
37.48446477,127.0366292
37.48879712,127.0098537
37.50295,127.012078
37.493999,127.01773
37.48804728,127.0141311
37.4753271,127.0453231
37.5027113,127.0238406
37.486129,127.015161
37.4944627,126.985828
37.4852701,127.0289632
37.49290784,127.014742
37.4929078,127.0121867
37.484144,126.983081
37.47965985,127.0411844
37.47507715,127.0468229
37.48932483,127.0095759
37.48604713,126.9925776
37.48501987,127.01502
37.50257356,127.0243798
37.48535348,127.0321851
37.46966101,127.0409903
37.50024051,127.0250464
37.47746563,127.0391569
37.47021648,127.0397126
37.48321441,127.0083262
37.49115818,127.0223525
37.48507484,126.9827452
37.5116002,127.0194911
37.50721148,127.0006318
37.485278,126.994177
37.49015814,127.0134644
37.50318458,127.0235465
37.50376781,127.0211578
37.50375568,127.0060393
37.47118867,127.04399
37.50487882,127.023102
37.51543308,127.0188799
37.48707508,127.0086594
37.49204633,126.9865502
37.47899224,126.9838008
37.49443539,127.0120756
37.469586,127.0417
37.49512986,127.0176306
37.48285312,126.9962995
37.48124301,127.0413788
37.51662738,127.0188799
37.47602144,127.0441565
37.495657,126.9854946
37.48341418,127.0346017
37.4977681,126.9986045
37.47618795,127.0365183
37.482556,126.984567
37.51118357,127.0186856
37.49326896,127.017214
37.48415852,126.9956051
37.50829277,127.0080299
37.49824026,126.9981323
37.49610165,126.9997155
37.51412766,127.0179634
37.48574425,127.0155322
37.51279435,127.0106307
37.49601807,126.9854668
37.49160198,126.9889944
37.48157548,126.9953552
37.47566037,127.0439343
37.49804635,127.0264908
37.48932449,126.9906888
37.51529416,127.0164635
37.49890079,126.9976097
37.49365772,127.0126866
37.5099705,127.0199671
37.48596365,126.9838561
37.50271239,127.0217411
37.50437848,127.0007985
37.49443491,126.9852724
37.48871348,126.9922164
37.49662985,127.0269075
37.4827391,127.0350334
37.50001833,127.0259908
37.46857757,127.0279082
37.50871169,127.0220465
37.49087105,127.0056309
37.49213041,127.0290741
37.49537926,126.9856057
37.49531607,127.0168662
37.49240812,127.0267965
37.51443319,127.0187966
37.51279447,127.0176579
37.50410111,127.0217411
37.47696467,126.9824676
37.49290785,127.0152975
37.48963005,126.9927997
37.48413145,127.0349904
37.48529765,127.0168532
37.50554535,127.0194357
37.49240812,127.0268243
37.48588054,126.9956606
37.49860133,126.99816
37.48224209,126.996744
37.48568677,127.0321018
37.47332738,127.0478507
37.49907347,126.9968824
37.50671192,127.021491
37.51712732,127.0187688
37.49476882,127.0195749
37.51212791,127.0188522
37.48796351,126.9887723
37.51096137,127.0184356
37.49521322,127.0196582
37.51523863,127.0174078
37.50182365,127.0246298
37.495999,127.025257
37.48751901,126.9830228
37.49893512,127.0260742
37.48293217,127.0128211
37.48954673,126.9928275
37.48785309,127.02688
37.48440847,126.9949663
37.50207337,127.0105755
37.50913313,127.0014445
37.47516046,127.0457397
37.47621583,127.0423511
37.47660469,127.0433788
37.49235236,127.0150476
37.46205061,127.026389
37.5126545,127.0066838
37.49793452,126.9862167
37.50507326,127.0236853
37.48210397,127.0384068
37.481243,127.04099
37.50304521,126.9956324
37.49182457,127.0108535
37.48996372,127.0134922
37.4917135,127.0124367
37.48421453,127.0216305
37.4851313,127.0332961
37.49315778,127.01302
37.48418661,127.013659
37.50726715,127.0072701
37.4902137,127.0139366
37.46402267,127.0347688
37.50468436,127.0205467
37.48782471,126.9930219
37.50540603,126.9945213
37.49137983,126.9917164
37.51071137,127.0167136
37.48501931,126.9836617
37.47863217,127.0395457
37.51371105,127.0182967
37.51132246,127.0196022
37.49346338,127.0171029
37.49107431,126.9918553
37.49137973,126.9864113
37.50318458,127.0235187
37.49579584,126.9836892
37.48204742,126.9829675
37.4688,127.0412125
37.47004991,127.0437678
37.48582562,127.030713
37.48790844,127.015631
37.48540901,127.0313518
37.48015896,126.9945776
37.47554914,127.0367405
37.49521319,127.0178806
37.49535224,127.027713
37.47499357,127.0321854
37.48313085,126.9952719
37.49229705,127.0286297
37.48982475,127.0080205
37.51573857,127.01738
37.492443,127.012341
37.50488752,127.0017174
37.48038094,126.982162
37.48974141,127.0074372
37.48040873,126.9831897
37.48224224,127.0048821
37.48529774,127.0217972
37.48190894,127.0046599
37.49543538,127.0174639
37.48574203,127.0160754
37.46918883,127.040407
37.50104572,127.0112143
37.50121261,127.0244354
37.49576862,127.014492
37.51404431,127.0164913
37.48907438,126.9828006
37.49357438,127.011659
37.50448971,127.0078257
37.48613086,127.0151311
37.49170366,127.0270369
37.48888039,127.0068817
37.49140797,127.0123534
37.46180071,127.0353521
37.4876032,127.0313518
37.47607698,127.0434343
37.48452033,127.0373235
37.49479676,127.0286018
37.49887907,126.9982156
37.49279699,127.0285463
37.49229627,126.9849114
37.4796588,126.9821898
37.48454712,126.9824397
37.48818577,126.9926053
37.50365652,127.0106032
37.50221224,127.010631
37.48790792,126.9866614
37.48713102,127.030463
37.49849025,126.9993822
37.49124165,127.0301573
37.48015926,127.0113538
37.48565881,127.0216583
37.48746346,126.982884
37.48690843,127.0086594
37.48988049,127.0189917
37.48274202,126.9960496
37.48821392,127.0134923
37.504383,127.021545
37.48613115,127.0314351
37.49412819,127.0125843
37.50562871,127.0215188
37.48857529,127.0300185
37.50457329,127.0221577
37.4836308,126.9958273
37.47704899,127.0378793
37.49596252,126.9857724
37.48151969,126.9822453
37.49818498,127.0132976
37.481074,127.0414979
37.49143577,127.0137699
37.4783812,126.983773
37.49074087,126.9834949
37.50493437,127.0228243
37.49565772,127.0255465
37.49296335,127.0123534
37.5111558,127.0189634
37.49012236,127.006375
37.48104859,127.0414622
37.476223,127.042367
37.47601,127.043026
37.48415894,127.0193807
37.48513099,127.0158255
37.4872699,127.0310185
37.5079062,127.0204355
37.49660184,127.0136031
37.48246428,126.996244
37.51457207,127.0187966
37.48613085,127.0144645
37.4968796,127.0147975
37.48229763,126.9959663
37.49471321,127.0156863
37.499081,126.998759
37.48857464,126.9938274
37.49201861,126.9900776
37.51543299,127.0141859
37.49537988,127.0202137
37.47939,126.984344
37.49382402,126.9933273
37.49249118,127.0124645
37.50287886,127.0120198
37.48626934,126.9932164
37.49196355,127.0169641
37.47685362,126.9849674
37.47499267,126.9821344
37.49262958,126.9861058
37.49921236,126.9977712
37.48971363,127.0069373
37.49424126,127.028213
37.47521598,127.0444065
37.48401994,127.0124092
37.47204959,127.0391571
37.49768454,126.9853835
37.49893485,127.0106589
37.49549098,127.0207136
37.48788007,126.9825784
37.49822541,127.0273259
37.48985263,127.0138533
37.49268567,127.0161586
37.50821142,127.0036593
37.48846422,127.0317128
37.49263036,127.029574
37.48171469,127.0144646
37.45713423,127.0152985
37.46791122,127.0411848
37.4814644,126.9965773
37.50612866,127.0220465
37.47221636,127.045962
37.47277186,127.0462953
37.47685365,126.9867173
37.505604,127.021896
37.49476899,127.0285741
37.50771158,127.0093254
37.49512982,127.0153252
37.47979873,127.0412678
37.49979564,126.9982989
37.47307725,127.0391293
37.49221374,127.0290463
37.50885051,127.0186857
37.48913045,127.0115758
37.46968851,127.0257417
37.48801912,126.9921887
37.48582543,127.0203806
37.50946159,127.0210743
37.49526874,127.018075
37.50855776,127.0117557
37.49479651,127.0144642
37.48224184,126.982773
37.48232541,126.9964662
37.50229556,127.0104644
37.495611,127.02709
37.48851943,127.0127701
37.48188101,126.9957996
37.48893551,126.9827451
37.48739208,127.0253012
37.49263037,127.0299351
37.49237969,126.9903276
37.4776551,126.9822232
37.48629776,127.0294631
37.47532694,127.0364072
37.48618672,127.0326017
37.47129977,127.0443233
37.49804586,126.9992155
37.48901904,126.9943273
37.47899223,126.9833842
37.48696438,127.0307407
37.48579718,126.9937164
37.481084,127.01523
37.51593301,127.0184633
37.49387991,127.0125478
37.4964352,127.0143809
37.48113141,127.0134925
37.510247,127.020813
37.4710217,127.0259638
37.4841037,127.0366014
37.48549202,127.013909
37.4846037,127.0396289
37.46966108,127.0446566
37.48546434,127.0191307
37.49157465,127.0137422
37.48221407,126.9832452
37.48399258,127.0354348
37.49362957,126.9920496
37.49454652,127.0137699
37.49157466,127.0145199
37.48613117,127.0325739
37.48410289,126.9912722
37.4892415,127.0092982
37.51293337,127.0189078
37.47538262,127.0435455
37.49801809,126.9997155
37.48763093,127.0288798
37.50432293,127.0008263
37.48326974,126.9961051
37.51315554,127.0174079
37.49471317,127.0137421
37.50162923,127.024852
37.50571169,127.0021595
37.48404781,127.0173532
37.48260312,126.9946608
37.5030457,127.022991
37.49718485,126.9996599
37.48365884,127.010576
37.47093835,127.0246862
37.46256002,127.0275037
37.48090966,127.0383236
37.512802,127.010647
37.50290683,127.0230188
37.49501871,127.0150475
37.51265562,127.0184356
37.50343455,127.0234632
37.48174215,126.996744
37.50126792,127.0115199
37.48429815,127.0379624
37.48396441,127.0130202
37.48743654,127.0307963
37.4918526,127.0252133
37.50374003,127.0207967
37.48371488,127.0378235
37.495547,127.014642
37.50635087,127.0227687
37.48510264,126.9836617
37.49167592,127.0270879
37.506831,127.022813
37.50435076,127.0036038
37.48232543,126.9973828
37.47832593,126.9992994
37.46541115,127.0213533
37.49332452,127.0181028
37.4948523,127.0279352
37.49154716,127.0299629
37.46177294,127.0353521
37.4838533,127.0126591
37.48721351,126.9840783
37.50715631,127.0212966
37.48551983,127.0155477
37.48840797,126.9927164
37.48251998,127.0047988
37.49390779,127.0185472
37.51043378,127.010062
37.49029687,127.0057151
37.50485187,127.0016543
37.50371229,127.0231854
37.47827107,127.0380459
37.48737746,127.0084226
37.49387944,126.9860224
37.50485103,127.0219077
37.49662982,127.0250743
37.49857405,127.0258242
37.50577741,127.0024513
37.49160241,127.0129089
37.48971335,126.9916053
37.4920746,127.0142699
37.47765903,126.9822176
37.4841801,127.0131292
37.48926889,126.9874668
37.49168975,127.0302097
37.49282442,127.0092148
37.51734951,127.018241
37.4811597,127.0425176
37.50321236,127.0234909
37.50210139,127.0244631
37.49407386,126.9859668
37.47899223,126.9833564
37.48957487,127.0135478
37.48854722,127.0137145
37.4930744,127.0099925
37.50307299,126.9956879
37.49565701,126.9858835
37.51423877,127.0186022
37.50215672,127.0120198
37.489894,127.019024
37.48146441,126.9969384
37.49118574,127.0104925
37.51093361,127.0194355
37.5084895,127.022102
37.48793563,126.9829951
37.48890822,127.0100204
37.50492437,127.0014378
37.51293335,127.0177967
37.49496261,126.9842725
37.51348884,127.0178801
37.48640823,126.994133
37.50199029,127.0240743
37.48349224,127.0128814
37.51071141,127.0192411
37.49841167,127.0262901
37.48832502,127.0137145
37.47577145,127.0427955
37.49745732,126.9855522
37.47802012,126.9835786
37.4847422,127.018853
37.503748,127.020813
37.49271366,127.0283519
37.49321339,127.0161863
37.49243561,127.0113812
37.4859081,126.9838284
37.51043368,127.0200744
37.46257838,127.0342133
37.49451901,127.028213
37.50276773,127.0105199
37.47666028,127.0452119
37.49576816,126.9888276
37.47713134,126.9839397
37.47774237,126.9829676
37.49051883,126.9926052
37.48240874,126.9967162
37.4755578,127.0367467
37.48549201,127.0135201
37.46960519,127.0259083
37.50230633,127.0112499
37.46363382,127.0346299
37.4887135,126.9933274
37.48332604,127.0382957
37.48260292,126.9835507
37.46277297,127.0438513
37.48432515,126.9950218
37.49435237,127.028824
37.49790696,126.9980767
37.48438105,127.0144367
37.50082378,127.0252686
37.49776808,126.9975212
37.48457491,126.9834118
37.47679911,127.0429621
37.48888015,126.9936607
37.48815835,127.012409
37.49451826,126.9862724
37.47971465,126.9991327
37.50418442,127.0209078
37.49371356,127.0290463
37.49601869,127.0201303
37.48199236,127.0103261
37.48682481,126.9924109
37.49340802,127.0281297
37.49665762,127.0268242
37.5157108,127.0177967
37.50551735,127.0067424
37.50181203,127.024719
37.48176995,126.9979939
37.48813091,127.0308518
37.47746561,127.0381292
37.50743381,127.0077978
37.50668414,127.021491
37.50876691,127.0035204
37.4870755,127.0323795
37.486472,127.02609
37.4958244,127.0273241
37.49071353,127.0076316
37.49121319,126.9921052
37.48938007,126.9921331
37.47532706,127.04299
37.4856864,127.0116036
37.48201988,126.9961329
37.47713134,126.983662
37.48465875,127.0119647
37.48954663,126.987328
37.49493561,127.0273797
37.50346209,127.0101033
37.48526986,127.0157144
37.49796251,126.9977434
37.47593803,127.0391292
37.49271338,127.0122978
37.51479426,127.0187688
37.51396103,127.0188799
37.48271423,126.995383
37.48468624,126.9962717
37.487388,127.025285
37.49438013,127.0276853
37.50054603,127.0251575
37.46929995,127.041157
37.50315657,127.0102699
37.50462852,127.0044371
37.49218571,127.0151309
37.49329668,127.0146031
37.48690844,127.0089649
37.49799029,126.9980767
37.48343638,126.9959662
37.50046246,127.0111866
37.47546596,127.044712
37.47107748,127.0391571
37.4896855,126.9872446
37.48888015,126.9931886
37.48432517,126.9962717
37.48760311,127.0265744
37.48668627,127.0104926
37.48832472,126.9969382
37.48043757,127.0428509
37.47760794,126.982164
37.49726793,126.985689
37.4859367,127.029602
37.49560195,127.0134921
37.48402035,127.0351015
37.5121557,127.0197966
37.50240669,127.0118809
37.51073922,127.0208799
37.48926889,126.9874946
37.50529544,127.0231854
37.47204972,127.0463786
37.49296364,127.0286574
37.49063055,127.0269354
37.49915682,126.9981045
37.48929677,126.9936329
37.51218343,127.0175746
37.4753271,127.0455453
37.49796249,126.9968269
37.514941,127.01873
37.49321328,127.0103535
37.51021125,127.0068811
37.51229453,127.0174079
37.48715796,126.9839672
37.48229741,126.9839951
37.49043589,127.0137422
37.5138777,127.0184633
37.48821384,127.0087705
37.48171414,126.9834674
37.48715883,127.0323239
37.475138,127.0374384
37.478885,127.040734
37.485916,126.983844
37.48371488,127.0378791
37.47546598,127.0457675
37.50165699,127.0239909
37.48385324,127.0091039
37.4880198,127.0305185
37.47754899,127.0409901
37.49460232,127.0276019
37.50569385,127.0057649
37.50621168,127.0050481
37.49501873,127.0156863
37.49874021,126.9987155
37.48079787,126.9999382
37.5040499,127.0244226
37.50365651,127.0100199
37.49140801,127.014381
37.47518825,127.0466563
37.48060315,126.9832175
37.51301668,127.01813
37.47652137,127.0434899
37.46749462,127.0420736
37.49510227,127.0279352
37.49274074,126.9893277
37.49407432,127.0114923
37.50715364,127.0088926
37.48904738,127.0260467
37.48618639,127.0141312
37.48554707,126.9857171
37.48790838,127.0124646
37.49496339,127.0278241
37.48438152,127.0407955
37.5017123,127.0103255
37.48985262,127.0137978
37.49060253,127.0133533
37.4834371,127.0360737
37.484194,127.013703
37.50548984,127.0217688
37.48143637,126.9822175
37.491027,127.013841
37.48396487,127.0387679
37.4981567,126.9852446
37.50393426,127.0104366
37.47788226,127.040129
37.50240669,127.0121587
37.47821452,126.982051
37.49424101,127.0139643
37.48446405,126.9961884
37.49635212,127.0278519
37.48324272,127.0380457
37.49560152,126.9892165
37.51596079,127.0184633
37.48107557,126.9974106
37.49885126,126.9961602
37.50248999,127.0106866
37.48965812,127.0091315
37.47918668,126.985134
37.48477023,127.0333517
37.476391,127.045504
37.5144332,127.0193799
37.48379775,127.0124092
37.47921548,127.0419344
37.51282226,127.0183522
37.48824135,126.9943274
37.49032471,127.0093815
37.50621199,127.0221854
37.48888045,127.0100481
37.48901969,127.0307685
37.47610478,127.0451009
37.5162663,127.0181022
37.4874921,127.0309629
37.47216081,127.0458231
37.471974,127.046144
37.493139,127.015786
37.47124386,127.0243529
37.49862909,126.9973823
37.48418655,127.0099927
37.48690886,127.0323795
37.47843672,126.9822454
37.48415894,127.019353
37.48638045,126.9940774
37.495526,127.014647
37.50662846,127.0139362
37.49174087,126.989911
37.49779637,127.0261853
37.47785354,126.9873005
37.487214,127.0114647
37.46402249,127.0249919
37.49101864,126.9853003
37.48309118,126.9952825
37.49263007,127.0134922
37.51110025,127.0187134
37.48476986,127.0127424
37.491258,127.013604
37.4940183,126.9856058
37.51015594,127.020491
37.4855201,127.0308241
37.49174143,127.0215192
37.48232538,126.9945219
37.48410296,126.9953552
37.475641,127.044561
37.49243566,127.013631
37.48821392,127.0134645
37.48524232,127.0288243
37.51235011,127.0190189
37.49512977,127.012881
37.51190573,127.020241
37.47649362,127.0449342
37.48457511,126.9945774
37.483286,127.00854
37.51101695,127.0203799
37.49768478,126.9988822
37.4930192,127.0292963
37.492,127.02734
37.4869915,126.994494
37.50610056,127.0036871
37.49171343,127.0090204
37.5090727,127.0185746
37.46627255,127.0430458
37.47704802,126.9841897
37.48790866,127.0278243
37.51146129,127.0172691
37.48257514,126.9832174
37.47926998,126.9834119
37.49121355,127.0125201
37.49290785,127.0153253
37.50612868,127.0231298
37.48913049,127.0142144
37.49909702,126.9988544
37.49393506,126.9900498
37.48138106,126.9953552
37.48685242,126.983134
37.48571435,127.0212694
37.4885084,127.0143059
37.48013201,127.0402956
37.50397052,127.0065221
37.47452165,127.0461564
37.47549371,127.0431844
37.46452244,127.0255752
37.49499117,127.0279908
37.49085242,127.0091315
37.47429946,127.0466008
37.48290881,127.0041044
37.48490877,127.0147423
37.49101916,127.0138533
37.48451983,127.0094094
37.49562999,127.0281574
37.48124226,126.9994104
37.50498991,127.0226021
37.49749082,127.024491
37.47938137,127.0001882
37.48540875,127.0170476
37.46296739,127.0434625
37.471697,127.045422
37.47249398,127.0391293
37.48679709,126.9951051
37.51443319,127.0187688
37.50496211,127.0208522
37.47624362,127.0431566
37.48957433,126.9831617
37.48554764,127.0175475
37.49238012,127.0142143
37.49101863,126.9841893
37.476502,127.04495
37.45682871,127.0153541
37.51285004,127.0183522
