"Latitude","Longitude","Address","건물용도명","지상층수_max","지하층수_min","주용도코드명","건물용도명_2"
37.50738788,127.025093,"서울특별시 강남구 논현동 167-22",NA,NA,NA,NA,NA
37.51562802,127.0477662,"서울특별시 강남구 삼성동 16-2","아파트",23,0,NA,"아파트"
37.49849723,127.0349011,"서울특별시 강남구 역삼동 736-24","업무시설",12,4,NA,"업무시설"
37.47379824,126.9751351,"서울특별시 관악구 남현동 1082-6","공동주택",3,1,NA,"공동주택"
37.4992687,127.041545,"서울특별시 강남구 역삼동 724-11","공동주택",3,1,NA,"공동주택"
37.50076103,127.0020116,"서울특별시 서초구 반포동 530-1",NA,NA,NA,NA,NA
37.482464,126.9804121,"서울특별시 동작구 사당동 1009-27","공동주택",3,1,NA,"공동주택"
37.50428681,127.0220723,"서울특별시 서초구 반포동 746-3",NA,NA,NA,NA,NA
37.50576762,127.0234075,"서울특별시 서초구 반포동 737-18","의료시설",7,2,NA,"의료시설"
37.49443517,126.9995767,"서울특별시 서초구 반포동 577-12","공동주택",4,1,NA,"공동주택"
37.4825196,126.9833563,"서울특별시 서초구 방배동 437-11","공동주택",2,1,NA,"공동주택"
37.48734003,127.0088859,"서울특별시 서초구 서초동 1510-10","공동주택",6,1,NA,"공동주택"
37.51965551,127.0578485,"서울특별시 강남구 삼성동 78-1",NA,NA,NA,NA,NA
37.49407331,127.0404299,"서울특별시 강남구 역삼동 776-14","업무시설",7,3,NA,"업무시설"
37.47363299,127.0531835,"서울특별시 강남구 개포동 1166-8","업무시설",3,1,NA,"업무시설"
37.4885908,127.0412639,"서울특별시 강남구 도곡동 967-1",NA,NA,NA,NA,NA
37.50293517,127.0544048,"서울특별시 강남구 대치동 901-16",NA,NA,NA,NA,NA
37.48607806,127.0053582,"서울특별시 서초구 서초동 1514-7",NA,NA,NA,NA,NA
37.47302042,126.9678024,"서울특별시 관악구 봉천동 1641-25","공동주택",3,1,NA,"공동주택"
37.5022127,127.0359621,"서울특별시 강남구 역삼동 641-20","일반음식점",7,2,NA,"일반음식점"
37.50002686,127.0328578,"서울특별시 강남구 역삼동 647-9","업무시설",20,8,NA,"업무시설"
37.46609546,127.0242075,"서울특별시 서초구 우면동 679","교육시설",10,5,NA,"교육시설"
37.4959912,127.03599,"서울특별시 강남구 역삼동 749-18","공동주택",5,1,NA,"공동주택"
37.48513134,127.0357403,"서울특별시 강남구 도곡동 957-11","아파트",20,7,NA,"아파트"
37.4875474,127.0175197,"서울특별시 서초구 서초동 1619-13",NA,NA,NA,NA,NA
37.51787979,127.0304084,"서울특별시 강남구 논현동 73-16","공동주택",3,1,NA,"공동주택"
37.49058011,126.9814802,"서울특별시 동작구 사당동 72-18","공동주택",5,0,NA,"공동주택"
37.49535225,127.0283796,"서울특별시 서초구 서초동 1328-7","업무시설",24,6,NA,"업무시설"
37.50315732,127.0518217,"서울특별시 강남구 대치동 896-2","근린생활시설",5,1,NA,"근린생활시설"
37.5097881,127.0011712,"서울특별시 서초구 잠원동 73","아파트",12,1,NA,"아파트"
37.48960233,126.9956883,"서울특별시 서초구 방배동 878-17",NA,NA,NA,"공동주택","공동주택"
37.48324256,127.0293243,"서울특별시 서초구 서초동 1376-1","업무시설",12,0,"공공용시설","업무시설"
37.47021518,126.9671637,"서울특별시 관악구 봉천동 180-324","업무시설",6,1,NA,"업무시설"
37.47285515,127.0447676,"서울특별시 서초구 양재동 291-1","업무시설",5,2,NA,"업무시설"
37.47729756,126.9596364,"서울특별시 관악구 봉천동 1628-25","공동주택",5,0,NA,"공동주택"
37.46913301,127.0249918,"서울특별시 서초구 우면동 3-2","공동주택",4,1,NA,"공동주택"
37.49615151,127.0416907,"서울특별시 강남구 역삼동 775-7","공동주택",3,1,"공동주택","공동주택"
37.49196382,127.0323238,"서울특별시 강남구 역삼동 837-16","업무시설",12,2,NA,"업무시설"
37.4855939,127.0018622,"서울특별시 서초구 서초동 1495-1","아파트",10,1,NA,"아파트"
37.47274407,127.0457398,"서울특별시 서초구 양재동 292-6",NA,NA,NA,NA,NA
37.49215827,127.0338792,"서울특별시 강남구 역삼동 836-78","공동주택",5,0,NA,"공동주택"
37.46627228,127.0276027,"서울특별시 서초구 우면동 140",NA,NA,NA,NA,NA
37.50668482,127.0443447,"서울특별시 강남구 역삼동 698-15",NA,NA,NA,NA,NA
37.5058159,127.011532,"서울특별시 서초구 반포동 20-43","아파트",29,0,"공동주택","아파트"
37.48252007,127.0096872,"서울특별시 서초구 서초동 1483-18","아파트",14,0,"공동주택","아파트"
37.47424253,126.9693022,"서울특별시 관악구 봉천동 1652-27",NA,NA,NA,NA,NA
37.51618302,127.0206575,"서울특별시 강남구 논현동 1-4",NA,NA,NA,NA,NA
37.48624449,126.9920229,"서울특별시 서초구 방배동 332-6","공동주택",3,1,NA,"공동주택"
37.49731386,127.0136623,"서울특별시 서초구 서초동 1685-3","아파트",37,6,NA,"아파트"
37.50832278,127.0181024,"서울특별시 서초구 반포동 712-16","공동주택",3,1,NA,"공동주택"
37.48579679,126.9720239,"서울특별시 동작구 사당동 262-7",NA,NA,NA,NA,NA
37.50510103,127.0237131,"서울특별시 서초구 반포동 748-2","업무시설",14,3,NA,"업무시설"
37.50606839,127.0281146,"서울특별시 강남구 논현동 203","업무시설",7,5,NA,"업무시설"
37.4990711,127.0192945,"서울특별시 서초구 서초동 1682","아파트",27,0,"공동주택","아파트"
37.4936851,126.9834708,"서울특별시 서초구 방배동 782-10","공동주택",5,0,NA,"공동주택"
37.4860546,127.0463548,"서울특별시 강남구 도곡동 462","아파트",8,1,"공동주택","아파트"
37.51633274,127.0167172,"서울특별시 서초구 잠원동 10-49",NA,NA,NA,NA,NA
37.4862975,127.0149922,"서울특별시 서초구 서초동 1600-4","업무시설",14,4,NA,"업무시설"
37.49107241,127.0201775,"서울특별시 서초구 서초동 1648-2","아파트",16,2,"공동주택","아파트"
37.5145617,127.0084583,"서울특별시 서초구 잠원동 63-2","아파트",18,2,NA,"아파트"
37.47429939,127.0424345,"서울특별시 서초구 양재동 257-7","공동주택",3,1,NA,"공동주택"
37.51234386,127.0236345,"서울특별시 강남구 논현동 54-2",NA,NA,NA,NA,NA
37.4902595,126.9954438,"서울특별시 서초구 방배동 849-30","아파트",12,0,"공동주택","아파트"
37.4778831,127.004574,"서울특별시 서초구 방배동 1008-2","아파트",24,0,"공동주택","아파트"
37.48726917,126.9903833,"서울특별시 서초구 방배동 870-39","공동주택",5,0,NA,"공동주택"
37.48787794,127.0138263,"서울특별시 서초구 서초동 1597-6",NA,NA,NA,NA,NA
37.5006107,127.008335,"서울특별시 서초구 반포동 60-4","아파트",15,1,"공동주택","아파트"
37.474644,127.0417095,"서울특별시 서초구 양재동 258-1",NA,NA,NA,NA,NA
37.48604718,126.9953829,"서울특별시 서초구 방배동 901-6",NA,NA,NA,"공동주택","공동주택"
37.5019514,126.9946855,"서울특별시 서초구 반포동 18-2",NA,NA,NA,NA,NA
37.5085693,127.05823,"서울특별시 강남구 삼성동 158-11",NA,NA,NA,NA,NA
37.48077081,127.0394068,"서울특별시 서초구 양재동 16-18","공동주택",5,0,NA,"공동주택"
37.508823,127.017158,"서울특별시 서초구 반포동 702-1","아파트",10,2,NA,"아파트"
37.50162923,127.024852,"서울특별시 서초구 서초동 1308-4","업무시설",10,3,NA,"업무시설"
37.48690036,127.0118367,"서울특별시 서초구 서초동 1582-3",NA,NA,NA,"공동주택","공동주택"
37.496772,127.040829,"서울특별시 강남구 역삼동 733-26",NA,NA,NA,NA,NA
37.50624007,127.0391839,"서울특별시 강남구 역삼동 661-27","공동주택",3,1,NA,"공동주택"
37.4822483,127.0162453,"서울특별시 서초구 서초동 1746-8",NA,NA,NA,NA,NA
37.50979514,127.0352675,"서울특별시 강남구 논현동 230","공동주택",4,1,NA,"공동주택"
37.49680691,127.0006812,"서울특별시 서초구 반포동 551-66","공동주택",3,1,NA,"공동주택"
37.48760291,127.0150755,"서울특별시 서초구 서초동 1624-9","업무시설",5,1,NA,"업무시설"
37.49882451,127.0533217,"서울특별시 강남구 대치동 923-9","공동주택",5,0,NA,"공동주택"
37.46663348,127.0351576,"서울특별시 서초구 양재동 204-4","공동주택",3,1,NA,"공동주택"
37.51568564,127.0135907,"서울특별시 서초구 잠원동 54-7","아파트",18,2,NA,"아파트"
37.49723957,126.9533864,"서울특별시 동작구 상도동 486-9","교육시설",4,1,NA,"교육시설"
37.4695623,127.0441423,"서울특별시 서초구 양재동 341-13","근린생활시설",5,1,NA,"근린생활시설"
37.51648882,127.036295,"서울특별시 강남구 논현동 115-3","업무시설",5,1,NA,"업무시설"
37.483714,127.0557749,"서울특별시 강남구 개포동 652","아파트",15,1,"공동주택","아파트"
37.50872866,127.0122188,"서울특별시 서초구 잠원동 108",NA,NA,NA,NA,NA
37.489511,127.0540389,"서울특별시 강남구 도곡동 467-17","아파트",55,0,"공동주택","아파트"
37.48132514,126.9750238,"서울특별시 동작구 사당동 316-84","공동주택",3,1,NA,"공동주택"
37.46855007,127.0432957,"서울특별시 서초구 양재동 345-10","공동주택",2,1,NA,"공동주택"
37.4960516,127.0168543,"서울특별시 서초구 서초동 1686-9",NA,NA,NA,"공동주택","공동주택"
37.47893712,127.0078819,"서울특별시 서초구 서초동 1467-45","업무시설",5,1,NA,"업무시설"
37.49825,127.0146046,"서울특별시 서초구 서초동 1685","아파트",15,1,"공동주택","아파트"
37.49524055,126.994716,"서울특별시 서초구 방배동 1-12","공동주택",3,1,NA,"공동주택"
37.4761705,126.9942039,"서울특별시 서초구 방배동 593-14",NA,NA,NA,NA,NA
37.5080173,127.02013,"서울특별시 서초구 반포동 719-1","공동주택",3,1,NA,"공동주택"
37.4833714,127.0511836,"서울특별시 강남구 개포동 654","아파트",9,1,"공동주택","아파트"
37.47760339,126.9768848,"서울특별시 동작구 사당동 419-152","공동주택",5,0,NA,"공동주택"
37.47326888,127.0262845,"서울특별시 서초구 우면동 32-1","공동주택",2,1,NA,"공동주택"
37.51057815,126.9986429,"서울특별시 서초구 잠원동 122-2",NA,NA,NA,NA,NA
37.4944461,127.0527548,"서울특별시 강남구 도곡동 527","아파트",25,0,"공동주택","아파트"
37.50249176,127.05276,"서울특별시 강남구 대치동 900-65",NA,NA,NA,NA,NA
37.49433259,127.0278328,"서울특별시 서초구 서초동 1327-34",NA,NA,NA,NA,NA
37.50191793,127.0292526,"서울특별시 강남구 역삼동 621-32","공동주택",2,2,NA,"공동주택"
37.49307492,127.0388787,"서울특별시 강남구 역삼동 796-29",NA,NA,NA,NA,NA
37.48366649,127.0197371,"서울특별시 서초구 서초동 1427-7","아파트",6,0,"공동주택","아파트"
37.45968932,127.0245944,"서울특별시 서초구 우면동 787","업무시설",10,3,NA,"업무시설"
37.48887992,126.9808008,"서울특별시 동작구 사당동 91-189","일반상점",4,0,NA,"일반상점"
37.4666771,127.035612,"서울특별시 서초구 양재동 205-1","업무시설",5,1,NA,"업무시설"
37.51078345,127.0079308,"서울특별시 서초구 잠원동 160",NA,NA,NA,NA,NA
37.4819666,126.9962778,"서울특별시 서초구 방배동 911-17","일반음식점",5,1,NA,"일반음식점"
37.48315858,126.9930221,"서울특별시 서초구 방배동 920-2",NA,NA,NA,NA,NA
37.486214,127.008993,"서울특별시 서초구 서초동 1529","아파트",15,0,"공동주택","아파트"
37.50369657,127.0285336,"서울특별시 강남구 역삼동 618-21","의료시설",2,1,NA,"의료시설"
37.4990871,127.0192544,"서울특별시 서초구 서초동 1682","아파트",27,0,"공동주택","아파트"
37.47388284,127.0460731,"서울특별시 서초구 양재동 300-15",NA,NA,NA,NA,NA
37.48335347,127.0186308,"서울특별시 서초구 서초동 1427-1","업무시설",6,2,NA,"업무시설"
37.48579776,127.026019,"서울특별시 서초구 서초동 1347-20","아파트",12,2,"공동주택","아파트"
37.51132299,127.0489606,"서울특별시 강남구 삼성동 114-20","공동주택",5,1,NA,"공동주택"
37.4904537,127.0053836,"서울특별시 서초구 서초동 1498-5",NA,NA,NA,"업무시설","업무시설"
37.47660459,127.0377404,"서울특별시 서초구 양재동 124-2","공동주택",5,0,NA,"공동주택"
37.47428216,127.0528613,"서울특별시 강남구 개포동 1177-7","공동주택",5,0,NA,"공동주택"
37.48979705,127.012409,"서울특별시 서초구 서초동 1562-1","근린생활시설",6,1,NA,"근린생활시설"
37.48629714,126.9948551,"서울특별시 서초구 방배동 899-5","일반상점",4,1,NA,"일반상점"
37.49932346,126.9976878,"서울특별시 서초구 반포동 94-14","근린생활시설",4,1,NA,"근린생활시설"
37.48942462,127.0254317,"서울특별시 서초구 서초동 1757",NA,NA,NA,"공동주택","공동주택"
37.4853707,127.0099515,"서울특별시 서초구 서초동 1741-4",NA,NA,NA,NA,NA
37.51151684,127.0262853,"서울특별시 강남구 논현동 136-17",NA,NA,NA,NA,NA
37.48081789,127.0071332,"서울특별시 서초구 서초동 1487-204",NA,NA,NA,NA,NA
37.49796017,126.9976131,"서울특별시 서초구 반포동 105-10","공동주택",5,0,NA,"공동주택"
37.4978322,127.0151611,"서울특별시 서초구 서초동 1685","아파트",15,1,"공동주택","아파트"
37.5029332,127.0161154,"서울특별시 서초구 반포동 1342-1",NA,NA,NA,NA,NA
37.49254671,127.0109924,"서울특별시 서초구 서초동 1554-5","업무시설",15,2,NA,"업무시설"
37.4934055,126.9924631,"서울특별시 서초구 방배동 807-4",NA,NA,NA,NA,NA
37.4905465,127.0054416,"서울특별시 서초구 서초동 1498-5",NA,NA,NA,"업무시설","업무시설"
37.5081288,127.0428779,"서울특별시 강남구 역삼동 685-21","공동주택",4,1,NA,"공동주택"
37.48535348,127.0321851,"서울특별시 서초구 서초동 1363-10","일반음식점",4,1,NA,"일반음식점"
37.47932587,127.0025213,"서울특별시 서초구 방배동 3278",NA,NA,NA,"공동주택","공동주택"
37.48732429,126.9664966,"서울특별시 동작구 사당동 206-102","공동주택",4,1,NA,"공동주택"
37.48417781,127.037026,"서울특별시 서초구 양재동 11-45",NA,NA,NA,NA,NA
37.48510282,126.9937719,"서울특별시 서초구 방배동 935-44","근린생활시설",5,1,NA,"근린생활시설"
37.4976531,126.9841365,"서울특별시 서초구 방배동 752-36","아파트",25,4,NA,"아파트"
37.47960346,126.9940776,"서울특별시 서초구 방배동 1038","아파트",13,0,"공동주택","아파트"
37.46838347,127.0459899,"서울특별시 서초구 양재동 362-8","공동주택",6,1,NA,"공동주택"
37.4869226,127.0144068,"서울특별시 서초구 서초동 1599-2","업무시설",22,6,NA,"업무시설"
37.47677144,127.0487949,"서울특별시 강남구 개포동 1219-11","공동주택",4,1,NA,"공동주택"
37.46895294,126.9880108,"서울특별시 서초구 방배동 2724","방송통신시설",5,2,NA,"방송통신시설"
37.48697578,127.0144153,"서울특별시 서초구 서초동 1599-2","업무시설",22,6,NA,"업무시설"
37.50035149,127.0118655,"서울특별시 서초구 반포동 51-7","업무시설",9,4,NA,"업무시설"
37.48694721,126.9970243,"서울특별시 서초구 방배동 890-14","공동주택",5,0,NA,"공동주택"
37.50310123,127.0218522,"서울특별시 서초구 서초동 1302-1","업무시설",7,3,NA,"업무시설"
37.46882727,127.0411654,"서울특별시 서초구 양재동 329-11","근린생활시설",4,1,NA,"근린생활시설"
37.49093541,126.9904943,"서울특별시 서초구 방배동 815-31",NA,NA,NA,NA,NA
37.51048073,126.9981069,"서울특별시 서초구 반포동 115-5","공공시설",3,0,"제1종근린생활시설","공공시설"
37.5030434,127.0138444,"서울특별시 서초구 반포동 30-26",NA,NA,NA,"공동주택","공동주택"
37.50118508,126.9796466,"서울특별시 동작구 동작동 124-1",NA,NA,NA,NA,NA
37.4795298,127.0137903,"서울특별시 서초구 서초동 산 134-1",NA,NA,NA,NA,NA
37.45860642,127.0233811,"서울특별시 서초구 우면동 788",NA,NA,NA,"공동주택","공동주택"
37.4854643,127.0167421,"서울특별시 서초구 서초동 1603-13","교육시설",5,1,"제2종근린생활시설","교육시설"
37.49587979,127.0187416,"서울특별시 서초구 서초동 1687","아파트",18,1,"공동주택","아파트"
37.48649367,127.0335192,"서울특별시 강남구 도곡동 952","아파트",15,5,NA,"아파트"
37.52893196,127.0436273,"서울특별시 강남구 압구정동 528","아파트",12,1,"공동주택","아파트"
37.48354779,127.0130758,"서울특별시 서초구 서초동 1451-26","공동주택",3,1,NA,"공동주택"
37.50348204,127.0345772,"서울특별시 강남구 역삼동 629-7","일반음식점",2,1,NA,"일반음식점"
37.49018531,126.9799953,"서울특별시 동작구 사당동 64-169","공동주택",5,0,NA,"공동주택"
37.50271261,127.03449,"서울특별시 강남구 역삼동 640-5","공동주택",3,1,NA,"공동주택"
37.49957418,127.0395451,"서울특별시 강남구 역삼동 725-14",NA,NA,NA,NA,NA
37.50291936,127.00953,"서울특별시 서초구 반포동 60-4","아파트",15,1,"공동주택","아파트"
37.47632594,126.9873561,"서울특별시 서초구 방배동 478-17","근린생활시설",3,1,NA,"근린생활시설"
37.51534992,127.0281291,"서울특별시 강남구 논현동 29-7","근린생활시설",3,2,NA,"근린생활시설"
37.48515842,126.9967717,"서울특별시 서초구 방배동 905-31",NA,NA,NA,NA,NA
37.52648771,127.0391277,"서울특별시 강남구 신사동 663-26","근린생활시설",5,1,NA,"근린생활시설"
37.48110342,127.001438,"서울특별시 서초구 방배동 988-1","아파트",15,1,"공동주택","아파트"
37.5224976,127.0379306,"서울특별시 강남구 논현동 93-2","의료시설",9,2,NA,"의료시설"
37.51254461,127.0233518,"서울특별시 강남구 논현동 54","업무시설",7,0,NA,"업무시설"
37.4913971,127.0325069,"서울특별시 강남구 역삼동 837-18",NA,NA,NA,NA,NA
37.48813048,127.0070762,"서울특별시 서초구 서초동 1506-46","아파트",6,2,NA,"아파트"
37.48960234,126.9962716,"서울특별시 서초구 방배동 879-18","근린생활시설",4,1,NA,"근린생활시설"
37.48789754,127.0070679,"서울특별시 서초구 서초동 1506-49","공동주택",3,1,NA,"공동주택"
37.47146531,126.9823845,"서울특별시 관악구 남현동 612-51","일반상점",3,5,NA,"일반상점"
37.47340915,127.0486099,"서울특별시 서초구 양재동 392-10","교육시설",5,2,NA,"교육시설"
37.50360977,127.0223996,"서울특별시 서초구 서초동 1302-24","업무시설",4,1,NA,"업무시설"
37.518978,127.0210834,"서울특별시 강남구 신사동 517-5","업무시설",6,2,NA,"업무시설"
37.48712638,126.9906808,"서울특별시 서초구 방배동 871-3","의료시설",4,1,NA,"의료시설"
37.47535367,126.9782181,"서울특별시 관악구 남현동 1065-18","공동주택",6,0,NA,"공동주택"
37.49848655,127.0305262,"서울특별시 강남구 역삼동 824-19","업무시설",14,3,NA,"업무시설"
37.50009071,127.0335138,"서울특별시 강남구 역삼동 647-14","업무시설",19,5,NA,"업무시설"
37.48382516,126.9923554,"서울특별시 서초구 방배동 929-5",NA,NA,NA,NA,NA
37.47185809,127.0492268,"서울특별시 서초구 양재동 400-1","공동주택",3,1,NA,"공동주택"
37.47868673,126.9843008,"서울특별시 서초구 방배동 468-3","공동주택",4,1,NA,"공동주택"
37.4808101,127.0381069,"서울특별시 서초구 양재동 20-1",NA,NA,NA,NA,NA
37.4881493,127.0076477,"서울특별시 서초구 서초동 1509-1","아파트",18,1,"공동주택","아파트"
37.50390624,126.9965212,"서울특별시 서초구 반포동 10","아파트",12,0,"공동주택","아파트"
37.48206451,126.9948874,"서울특별시 서초구 방배동 913-5",NA,NA,NA,NA,NA
37.47757688,127.0474062,"서울특별시 강남구 개포동 1232-9","공동주택",4,1,NA,"공동주택"
37.5078343,127.0043648,"서울특별시 서초구 잠원동 70","아파트",13,1,NA,"아파트"
37.48524041,127.0366158,"서울특별시 강남구 도곡동 956",NA,NA,NA,NA,NA
37.50735082,127.0263795,"서울특별시 강남구 논현동 181-11","근린생활시설",6,1,NA,"근린생활시설"
37.5149333,127.0277124,"서울특별시 강남구 논현동 39-13","공동주택",5,1,NA,"공동주택"
37.47035538,127.0412125,"서울특별시 서초구 양재동 323-3","공동주택",3,1,NA,"공동주택"
37.48846459,127.0526554,"서울특별시 강남구 도곡동 467-10","아파트",21,6,NA,"아파트"
37.47847325,126.9736625,"서울특별시 동작구 사당동 1141","아파트",16,2,"공동주택","아파트"
37.48488047,126.9855782,"서울특별시 서초구 방배동 951-12","공동주택",3,1,NA,"공동주택"
37.51165531,126.9948822,"서울특별시 서초구 반포동 650",NA,NA,NA,NA,NA
37.48838344,126.9968233,"서울특별시 서초구 방배동 894-18","공동주택",4,1,NA,"공동주택"
37.4869741,127.013732,"서울특별시 서초구 서초동 1595-10",NA,NA,NA,NA,NA
37.49113035,127.0191583,"서울특별시 서초구 서초동 1643-13","일반상점",2,2,NA,"일반상점"
37.49462994,127.0192138,"서울특별시 서초구 서초동 1639-14","교육시설",5,0,NA,"교육시설"
37.49045781,127.0264432,"서울특별시 서초구 서초동 1334-1","아파트",13,1,"공동주택","아파트"
37.49901645,127.0276506,"서울특별시 강남구 역삼동 820-9","의료시설",18,5,NA,"의료시설"
37.49812912,126.9959658,"서울특별시 서초구 반포동 107-41",NA,NA,NA,NA,NA
37.48465994,127.0036824,"서울특별시 서초구 서초동 1492-4","아파트",7,1,NA,"아파트"
37.4920461,126.9739124,"서울특별시 동작구 사당동 105","아파트",20,1,"공동주택","아파트"
37.47952976,127.0086516,"서울특별시 서초구 서초동 1468","공동주택",1,1,NA,"공동주택"
37.48016869,127.0387004,"서울특별시 서초구 양재동 20-17","업무시설",10,4,NA,"업무시설"
37.4806789,126.9882483,"서울특별시 서초구 방배동 971-8","아파트",6,2,NA,"아파트"
37.4712073,127.0481661,"서울특별시 서초구 양재동 390-11",NA,NA,NA,NA,NA
37.4897689,127.0075937,"서울특별시 서초구 서초동 1502-12",NA,NA,NA,NA,NA
37.48736551,126.97383,"서울특별시 동작구 사당동 1159-2",NA,NA,NA,NA,NA
37.496578,126.9809182,"서울특별시 동작구 동작동 102-47","공동주택",4,0,NA,"공동주택"
37.50085116,127.0032151,"서울특별시 서초구 반포동 63-7","업무시설",20,5,NA,"업무시설"
37.50882356,127.0645426,"서울특별시 강남구 대치동 995-16",NA,NA,NA,NA,NA
37.47453109,126.9784203,"서울특별시 관악구 남현동 1086-39","공동주택",3,1,NA,"공동주택"
37.51005018,126.9612372,"서울특별시 동작구 흑석동 342",NA,NA,NA,NA,NA
37.48593657,127.022436,"서울특별시 서초구 서초동 1440-13",NA,NA,NA,NA,NA
37.47996465,127.0007159,"서울특별시 서초구 방배동 987-11",NA,NA,NA,NA,NA
37.48314928,127.0136338,"서울특별시 서초구 서초동 1451-55","공동주택",6,0,NA,"공동주택"
37.49299138,127.0267965,"서울특별시 서초구 서초동 1754",NA,NA,NA,"공동주택","공동주택"
37.47679768,126.9631361,"서울특별시 관악구 봉천동 1659-7",NA,NA,NA,NA,NA
37.4995045,127.0257666,"서울특별시 서초구 서초동 1307-22",NA,NA,NA,NA,NA
37.48699141,126.9896334,"서울특별시 서초구 방배동 869-27","공동주택",5,0,NA,"공동주택"
37.5052955,127.0261573,"서울특별시 강남구 논현동 201-8",NA,NA,NA,NA,NA
37.4742718,127.0528502,"서울특별시 강남구 개포동 1177-7","공동주택",5,0,NA,"공동주택"
37.48230743,127.003624,"서울특별시 서초구 방배동 1001-1","방송통신시설",9,1,"방송통신시설","방송통신시설"
37.4911365,126.9758922,"서울특별시 동작구 사당동 105","아파트",20,1,"공동주택","아파트"
37.48174236,127.0084374,"서울특별시 서초구 서초동 1481-17",NA,NA,NA,NA,NA
37.51746083,127.0303788,"서울특별시 강남구 논현동 74-19","업무시설",6,1,NA,"업무시설"
37.51837757,127.0405723,"서울특별시 강남구 논현동 111-26","일반음식점",6,1,NA,"일반음식점"
37.49826809,127.0011876,"서울특별시 서초구 반포동 550-24","공동주택",2,1,NA,"공동주택"
37.48288054,126.9763291,"서울특별시 동작구 사당동 321-19",NA,NA,NA,NA,NA
37.48316155,127.0169356,"서울특별시 서초구 서초동 1446-11","아파트",46,3,NA,"아파트"
37.48624231,127.0347682,"서울특별시 강남구 도곡동 951-16","공동주택",3,1,NA,"공동주택"
37.51381993,127.0177615,"서울특별시 서초구 잠원동 25-14","공동주택",3,1,NA,"공동주택"
37.48568954,127.012667,"서울특별시 서초구 서초동 1591-5",NA,NA,NA,NA,NA
37.45724533,127.0156041,"서울특별시 서초구 우면동 759",NA,NA,NA,NA,NA
37.49418234,126.95781,"서울특별시 동작구 상도동 408-10","교육시설",5,1,NA,"교육시설"
37.4782729,127.0415734,"서울특별시 서초구 양재동 90-9","업무시설",7,1,NA,"업무시설"
37.48382479,126.9713018,"서울특별시 동작구 사당동 267-33","공동주택",2,1,NA,"공동주택"
37.52378053,127.0415283,"서울특별시 강남구 청담동 91-2",NA,NA,NA,NA,NA
37.50369612,127.0449157,"서울특별시 강남구 역삼동 702-10","업무시설",20,6,NA,"업무시설"
37.50565249,127.0457849,"서울특별시 강남구 역삼동 697-17","공동주택",5,1,NA,"공동주택"
37.50739993,127.019542,"서울특별시 서초구 반포동 716-21","공동주택",5,0,NA,"공동주택"
37.47926961,126.9628582,"서울특별시 관악구 봉천동 148-47","공동주택",3,1,NA,"공동주택"
37.48146399,126.9737461,"서울특별시 동작구 사당동 1153","아파트",12,0,"공동주택","아파트"
37.50007945,127.0087644,"서울특별시 서초구 반포동 60-4","아파트",15,1,"공동주택","아파트"
37.49349147,127.0350735,"서울특별시 강남구 역삼동 834-112",NA,NA,NA,NA,NA
37.52246008,127.0210184,"서울특별시 강남구 신사동 525-12",NA,NA,NA,NA,NA
37.50860054,127.0189912,"서울특별시 서초구 반포동 717-8","공동주택",5,0,NA,"공동주택"
37.49869754,126.9925901,"서울특별시 서초구 반포동 114-1",NA,NA,NA,NA,NA
37.47396463,126.9605808,"서울특별시 관악구 봉천동 738-19","교육시설",5,0,NA,"교육시설"
37.47785443,127.0367405,"서울특별시 서초구 양재동 69-3","공동주택",4,1,NA,"공동주택"
37.48851937,127.0096871,"서울특별시 서초구 서초동 1545-13",NA,NA,NA,NA,NA
37.4755799,126.9755294,"서울특별시 관악구 남현동 1068-12","공동주택",3,1,NA,"공동주택"
37.4938038,127.0364291,"서울특별시 강남구 역삼동 792-22",NA,NA,NA,NA,NA
37.51076707,127.025435,"서울특별시 강남구 논현동 139-20","공동주택",3,1,NA,"공동주택"
37.49950513,127.025789,"서울특별시 서초구 서초동 1307-22",NA,NA,NA,NA,NA
37.4804754,127.0053517,"서울특별시 서초구 방배동 1002-8","아파트",11,1,NA,"아파트"
37.4852324,127.036656,"서울특별시 강남구 도곡동 956",NA,NA,NA,NA,NA
37.50393484,127.042878,"서울특별시 강남구 역삼동 701","업무시설",18,3,NA,"업무시설"
37.48629785,127.0345182,"서울특별시 강남구 도곡동 951-14","공동주택",3,1,NA,"공동주택"
37.49346278,126.9839115,"서울특별시 서초구 방배동 781-9","공동주택",3,1,NA,"공동주택"
37.5008872,127.0479643,"서울특별시 강남구 역삼동 713-7","아파트",24,2,"공동주택","아파트"
37.4968552,127.0295851,"서울특별시 강남구 역삼동 825-26",NA,NA,NA,NA,NA
37.47493712,126.9820233,"서울특별시 서초구 방배동 2530",NA,NA,NA,NA,NA
37.47229849,126.9795236,"서울특별시 관악구 남현동 602-150","아파트",6,1,NA,"아파트"
37.51022448,127.0013592,"서울특별시 서초구 잠원동 73","아파트",12,1,NA,"아파트"
37.51499729,127.0202683,"서울특별시 강남구 논현동 17-5","의료시설",11,3,NA,"의료시설"
37.49287976,126.9974103,"서울특별시 서초구 방배동 799-8","아파트",7,2,NA,"아파트"
37.5107064,127.0064928,"서울특별시 서초구 잠원동 71-12","아파트",15,3,NA,"아파트"
37.5024834,126.994857,"서울특별시 서초구 반포동 18-2",NA,NA,NA,NA,NA
37.49406381,127.0158864,"서울특별시 서초구 서초동 1674-1","업무시설",10,3,NA,"업무시설"
