dlvry_loc_pnt_lat,dlvry_loc_pnt_lon
37.48829798,127.0543774
37.4799639,126.9804761
37.47974319,127.0420177
37.50285084,126.9983266
37.487214,127.0114647
37.4862975,127.0149922
37.47407599,126.9754961
37.49032252,127.0127999
37.49829608,127.0133809
37.49023853,126.9817624
37.49390788,127.0234357
37.47418813,127.0335464
37.49698847,126.9846269
37.50601792,127.0417392
37.46721691,127.0443789
37.49388047,127.0438505
37.48538091,127.0132979
37.5084219,127.0156304
37.48049733,126.9931774
37.48843578,126.9946051
37.49674113,127.0370454
37.50955936,127.0336036
37.4646093,127.0276789
37.4920729,127.012343
37.48949184,127.0298519
37.4789396,126.9771358
37.49818498,127.0132976
37.48603157,126.9912483
37.5157051,127.0192549
37.50185193,127.0528772
37.50057409,127.041045
37.50205748,127.0245409
37.48715853,127.0156032
37.52287229,127.0264443
37.4564398,127.01191
37.46224509,127.0347411
37.51829458,127.0589317
37.50954443,126.9944101
37.49604673,127.0347679
37.4883726,126.9893309
37.49871244,126.9989377
37.5080062,127.0147717
37.51595396,127.0411059
37.5100724,127.008381
37.49479455,127.0371615
37.51173091,126.9967662
37.47974259,127.0085207
37.4871138,126.9779604
37.5126942,127.0080207
37.51834964,127.0316564
37.47649176,127.0503678
37.47704913,127.0460174
37.49004062,127.0182472
37.51398936,127.0498493
37.48701986,127.0271855
37.50729485,127.0030205
37.483037,126.9789355
37.50144163,127.0314434
37.48471415,127.0035488
37.48685265,126.9959939
37.49884929,127.0331344
37.49107461,127.0085482
37.50648959,127.0142139
37.49729577,126.9896053
37.4868576,127.0146019
37.5018053,127.0225546
37.48693626,127.0116036
37.47343709,126.9708299
37.51176661,127.0061589
37.48587998,126.9645524
37.4904917,127.0282964
37.48871374,127.0066596
37.49690712,127.000521
37.50226774,127.0075202
37.49007267,127.0288309
37.47968702,127.0072431
37.49040826,127.0218803
37.48079775,126.9928833
37.48640841,127.0045209
37.48524193,127.0074374
37.49246367,127.0267965
37.5082931,127.0181709
37.49662968,127.0171861
37.4930481,127.0309291
37.47508456,126.9809068
37.5010459,127.021269
37.47518824,127.046323
37.49185189,126.9855503
37.48607492,126.9935775
37.49004872,126.9712597
37.47682694,127.0462396
37.47863094,126.9711075
37.48046824,126.9772279
37.50601761,127.0249352
37.47554933,127.0472118
37.47765886,126.9728574
37.50826701,127.0058257
37.493471,127.0528735
37.49681343,127.0377568
37.4790529,126.9794242
37.4894363,127.0300741
37.50521211,127.0225188
37.4863807,127.0076595
37.4630619,127.0278227
37.48688072,127.0119925
37.48926981,127.0391288
37.49699044,126.9999933
37.49893537,127.0396007
37.49993493,127.021519
37.4953246,126.9884965
37.49171345,127.0098536
37.48654769,127.0269078
37.49874086,127.03474
37.49858885,126.9925294
37.51409971,127.0084087
37.48701958,127.0114647
37.4976651,127.0174935
37.46530002,127.0192702
37.49005464,127.0119526
37.46473667,127.0281846
37.48557536,127.0149644
37.51800984,127.0122343
37.48651966,127.0129368
37.49435171,126.9917163
37.4775513,127.05334
37.48026968,126.9733573
37.49651857,127.0166029
37.49068288,127.0603633
37.4842812,127.0183885
37.51951616,127.0313787
37.47332583,126.9615252
37.47346616,127.0426845
37.47618688,126.9768848
37.48412994,126.9748661
37.5164263,127.0212635
37.48190877,126.9955219
37.50444045,127.0172064
37.48702845,126.9958569
37.46663326,127.0227976
37.49751783,126.9820782
37.47929795,126.9948553
37.51165602,127.0344064
37.50907288,127.028657
37.50118434,126.996799
37.50885021,127.0023538
37.48218586,126.9584141
37.51273873,127.0068533
37.4917166,127.0323594
37.47475455,127.0445494
37.50846381,127.019634
37.49774088,127.0293239
37.50562939,127.0593487
37.5277725,127.022647
37.5080449,127.0061938
37.46180049,127.0231866
37.5059956,127.0269215
37.50096236,127.0087423
37.47588156,126.9879672
37.50823957,127.0244352
37.51054489,127.0261016
37.49604594,126.9910219
37.49540765,127.0202415
37.50393027,127.0129322
37.48560354,127.0370458
37.50551757,127.0189635
37.49435174,126.9935495
37.4889034,126.9808202
37.51830871,127.0396203
37.5282841,127.023581
37.50454549,127.0210189
37.48890838,127.0187418
37.49654629,127.0136031
37.49485231,127.028574
37.49207424,126.9945494
37.47374387,127.041018
37.4977136,126.9981488
37.4783537,126.999355
37.47693676,126.974885
37.47688847,127.0439181
37.48832498,127.0113814
37.49940738,127.0310459
37.46530008,127.0225477
37.4897722,126.9860883
37.48590701,126.9842211
37.51132311,127.0556822
37.48578197,127.0126992
37.52362673,127.0279622
37.49926841,127.0254631
37.50676705,126.998132
37.49406179,126.9872279
37.46382821,127.0329634
37.5122391,127.0242962
37.49853043,127.0247077
37.49816635,127.0039238
37.49601803,126.983217
37.48896342,126.9904943
37.4905699,127.0401956
37.47552159,127.0491283
37.48688043,126.9806043
37.4757159,126.9811602
37.4636059,127.0262696
37.47531258,126.9911592
37.49071375,127.0201583
37.48068649,126.9843007
37.46193942,127.0264363
37.48999178,127.0296852
37.46455024,127.0267973
37.50477028,127.0217211
37.5135525,127.0384351
37.49751808,126.9959658
37.48471462,127.0298798
37.50201806,127.0239909
37.4947404,126.9833004
37.48043201,126.9965559
37.49659765,127.0247432
37.48221451,127.0075208
37.51960728,127.0302525
37.48937988,126.9817729
37.48124214,126.9931332
37.47010511,127.0246862
37.48018645,126.9786346
37.50815636,127.0305457
37.48613074,127.008715
37.48010426,127.0416288
37.48903381,126.995905
37.507485,127.0118838
37.51450116,127.0185992
37.48082522,126.9761903
37.50915604,127.0192689
37.51036667,127.0311167
37.50157389,127.0361565
37.45113451,126.9924397
37.49213101,127.062571
37.50298302,127.016505
37.49731606,127.014533
37.50382365,127.0372952
37.51809947,127.0210463
37.48826942,127.010687
37.5018947,126.9946471
37.49503187,127.0274501
37.4875601,127.0339665
37.48307559,127.0112704
37.5146832,127.0209908
37.4853828,126.9589726
37.48644075,127.0129573
37.5068462,126.9940286
37.47528169,126.9620304
37.48443765,126.9951534
37.50540721,127.060432
37.50651752,127.0230464
37.49210182,126.9832171
37.49596344,127.0366566
37.48427384,126.9927949
37.46946631,127.0253528
37.48760224,126.9777733
37.49379687,127.0284352
37.47593737,127.0024658
37.4785201,126.9856895
37.49082439,126.9944106
37.49282509,127.0462947
37.45031895,126.9940134
37.48565872,127.0166032
37.50647256,127.0190249
37.4902695,127.0283242
37.46824458,127.0449622
37.4855264,127.0148495
37.51370537,127.016012
37.4867751,127.0114832
37.49857387,127.0155474
37.52612686,127.0510433
37.50343455,127.0234632
37.51734937,127.0101306
37.49752422,127.0135525
37.47082767,127.0479063
37.50543451,127.0336566
37.4964908,127.0171584
37.48654704,127.0129084
37.49148478,126.9945927
37.51078823,127.0469582
37.47629845,127.0033269
37.48988032,127.0095204
37.5063497,127.0107167
37.49146301,126.9837171
37.48554759,127.0148256
37.4934078,127.0154919
37.4759599,126.990941
37.51060039,127.0237685
37.49382384,126.9834671
37.5043803,127.0172256
37.48360342,127.0178531
37.51009997,126.9970209
37.47802018,126.9868839
37.51090618,127.0387949
37.48534888,127.0323717
37.49624085,127.0183249
37.48302003,127.0107427
37.48388106,127.0119648
37.51868261,127.0138803
37.48946376,127.0127423
37.50715678,127.0393246
37.50573979,127.0206578
37.4703541,126.9696079
37.51485091,127.009633
37.504945,126.998016
37.50268227,127.0397789
37.4952689,127.0272408
37.50398589,127.011533
37.48740871,127.0273244
37.47160563,127.0460556
37.47779824,127.0012159
37.48654744,127.0129368
37.48542906,127.0262971
37.4983735,127.0195891
37.48865864,127.0314351
37.49089416,126.9946133
37.49313028,127.0282408
37.48935265,127.0121313
37.48424228,127.0204362
37.4986575,127.0329347
37.49954617,127.0263241
37.46817014,127.0442331
37.5069388,127.0116214
37.5099942,127.0222786
37.48023195,127.0116581
37.49332415,126.9972436
37.49733308,127.0355164
37.5072115,127.0016595
37.48140906,127.0081874
37.48764112,127.0145152
37.49609008,127.0302259
37.49460238,127.0309905
37.51304432,127.0109363
37.5072504,127.0362405
37.50257331,127.0107421
37.4857492,127.0138517
37.50626783,127.0383228
37.49157351,126.950359
37.4956018,127.0051595
37.4900519,126.9771919
37.49970134,127.0216115
37.47248164,126.9790837
37.50715534,126.9673293
37.48717157,126.9970712
37.50882267,127.0152971
37.48921314,126.9763567
37.48363123,127.0197974
37.4984443,127.0315423
37.48721389,127.0050486
37.48534918,127.0125145
37.4932401,127.0591451
37.48040922,127.0108816
37.51001723,127.0293513
37.49307412,126.9939939
37.48904738,127.0260467
37.45707872,127.0178816
37.48985232,126.996716
37.47979791,126.9955497
37.51232297,126.9982986
37.52092655,127.0236799
37.48215889,127.0036322
37.46979998,127.0460732
37.4923801,127.0133811
37.48549202,127.013909
37.486143,127.047774
37.48096474,127.0122981
37.47654835,126.9993272
37.47507633,127.0006883
37.4815496,126.9771719
37.49765755,127.0292684
37.48940744,126.9696351
37.48019341,126.993024
37.50222176,127.0137387
37.48640785,126.972996
37.47774346,127.0441009
37.49056112,127.0282633
37.45752311,127.0176317
37.50585087,127.0193246
37.49121385,127.0290463
37.50215681,127.0173249
37.50896175,127.0267127
37.48624225,127.0313796
37.46556022,127.0350661
37.485159,127.019159
37.50512903,127.0359898
37.474156,126.9933052
37.50974064,127.0311253
37.49240819,127.0309072
37.5291381,127.0255004
37.46915851,127.0248147
37.5193936,127.0165968
37.48550055,127.0391729
37.49601808,126.9860501
37.48754749,127.0222415
37.49354612,126.9849947
37.4947407,126.9999655
37.48399192,126.9986049
37.5098506,127.0306012
37.51693301,127.0245182
37.498559,127.0186846
37.48368616,126.9849394
37.50707278,127.0098532
37.47790841,126.9491373
37.5019479,127.0174589
37.48788049,127.0057152
37.47838106,126.9759126
37.5091059,126.9999348
37.47774192,126.9579384
37.45649538,127.0134098
37.48412716,127.0425795
37.4825672,126.991479
37.51307414,127.0294526
37.52054374,127.0267124
37.47954817,127.0086319
37.49338951,127.0154999
37.49235266,127.0319905
37.49840751,127.0316848
37.48735275,127.0045764
37.4929346,127.0349135
37.48558552,127.0130511
37.48566584,127.0132387
37.50172892,127.0139967
37.49132423,126.9891888
37.50057336,126.9968737
37.49338045,127.0390176
37.4630996,127.0267015
37.50648982,127.0268239
37.48269825,127.0413928
37.48279755,126.9949108
37.46647081,127.0233077
37.50732662,127.0418199
37.48276997,127.0055487
37.49701875,127.0299072
37.47024396,127.0235196
37.4818424,126.970842
37.48192832,126.9842387
37.48529722,126.9929387
37.47415941,126.9809679
37.48507537,127.011937
37.48755818,127.0609399
37.5092339,127.0003039
37.4621504,127.0235279
37.46488367,127.0344077
37.48420238,127.0135494
37.496102,127.0193804
37.49828831,127.0133259
37.48026979,126.9796067
37.48296433,127.0026045
37.48516011,127.0412911
37.49615704,126.9912719
37.5071282,127.0026316
37.4957127,126.993855
37.48346371,126.9707741
37.49363005,127.0183528
37.48396414,126.9983827
37.5072674,127.0212688
37.4904086,127.0409619
37.47935308,126.9714408
37.4994537,127.0189137
37.49698664,126.9827173
37.5004629,127.0617771
37.5169235,127.0258359
37.48601921,126.9843839
37.4983528,126.982831
37.51038288,127.0409361
37.48896342,126.9902166
37.45835646,127.0235478
37.5064418,127.0277377
37.4997906,127.0226783
37.48760276,127.0065763
37.48700652,127.0132687
37.484548,127.0312685
37.4940303,127.0208387
37.48410271,126.9813842
37.4901853,126.979412
37.50471223,127.0261018
37.50092329,127.0485434
37.49143611,127.0325182
37.48468682,127.0286299
37.4942405,126.9856613
37.48029763,126.9830231
37.49057425,126.9853559
37.50529549,127.0258796
37.49531861,126.985339
37.48421472,126.9933359
37.49199256,127.0856245
37.4933797,126.9972714
37.49974113,127.0564325
37.47585384,126.9909947
37.46405031,127.0276861
37.50460164,127.0541548
37.5137094,127.0084199
37.48876958,127.0229081
37.51318807,127.0259432
37.48690853,127.0144922
37.50196228,127.0110477
37.48788016,126.9873558
37.49679576,126.9859112
37.49179713,127.0296296
37.48174239,127.010215
37.4895791,126.9884076
37.512351,126.9982498
37.48043639,126.9768292
37.50698931,127.0019095
37.48813081,127.0252134
37.4906435,126.9725959
37.48968587,127.0075761
37.49207488,127.0297962
37.50712825,127.0054091
37.48613093,127.0191585
37.49327773,127.0214934
37.49854641,127.0335179
37.48196452,127.0066875
37.50496932,127.0218902
37.48349237,127.020464
37.46963332,127.045851
37.5040311,127.0134959
37.49237912,126.9585249
37.50665764,127.0140107
37.47754788,126.979079
37.50151871,127.0569879
37.4935069,126.9949007
37.50773848,126.9605799
37.4903939,126.9731348
37.48731237,126.9955549
37.48684764,127.0133636
37.48958536,126.9849084
37.52077987,127.0120717
37.48952651,127.0131546
37.48568643,127.0132146
37.4868806,127.0057986
37.4803913,126.9971713
37.47660345,126.973774
37.47596924,127.03028
37.4670228,127.043781
37.49537528,127.0305322
37.51443317,127.0175467
37.4953992,127.0437783
37.50204584,127.0239909
37.48321504,127.0437674
37.49132518,127.0421007
37.50710451,126.99455
37.45642916,127.0135492
37.4846611,127.0690576
37.4896875,127.0269102
37.49000113,127.018224
37.47788156,127.0009104
37.4858354,127.02443
37.51459963,127.0069921
37.4997899,127.0192409
37.49641,127.0517017
37.5156749,127.0136637
37.49574037,126.9881333
37.4883527,127.0080761
37.4905635,126.9926862
37.48216221,127.0039963
37.5278348,127.0305107
37.49426818,126.9804673
37.50871148,127.0101587
37.5057755,127.0115211
37.4905161,127.0426768
37.498114,127.0159919
37.48052033,127.0113538
37.50593452,127.0379618
37.48771383,127.0051875
37.49779562,126.9845502
37.50940629,127.0347953
37.48274195,126.9922721
37.49540711,126.9899942
37.52373767,127.0190463
37.51551628,127.0122972
37.4992718,127.0141595
37.50085183,127.0405728
37.47269412,126.9702041
37.48755272,127.0078732
37.4563248,127.0173555
37.51707949,127.0364962
37.4732436,127.0224641
37.48688138,127.0487947
37.46882184,127.0255528
37.48640785,126.9729682
37.5009793,127.0211899
37.47802113,127.0399346
37.51704391,127.0138525
37.48890867,127.035157
37.5011484,127.0136412
37.50933635,127.0302464
37.4893249,127.01327
37.4837351,127.051655
37.5067193,126.9954099
37.50378416,127.0305605
37.4896555,127.00918
37.4856036,126.9928021
37.51203635,127.050604
37.52144434,127.0273243
37.48643559,126.9708573
37.48257568,127.0133813
37.49051824,126.9591638
37.49404637,127.0019098
37.4931984,127.0398826
37.4944076,127.0107424
37.49168607,127.0319905
37.47740299,127.0435656
37.4920902,126.9958814
37.50335097,127.0091867
37.48424222,127.0169365
37.48860223,126.9838561
37.49437751,127.0120685
37.47457571,126.9627195
37.48976925,127.0111869
37.46427893,127.0212859
37.50337119,127.0650537
37.49371338,127.0189916
37.51310021,127.0294346
37.50595234,126.9723454
37.50621148,126.9939102
37.50790597,127.0073812
37.4969015,126.9903268
37.48991679,127.0319127
37.49751559,127.0158766
37.5003911,127.0136536
37.50058046,127.0005272
37.49697211,126.98459
37.51773861,127.0324342
37.48704676,126.9783844
37.50271242,127.0238798
37.46267844,127.0218455
37.51404416,127.0084365
37.47688413,126.9720502
37.48917453,127.0134698
37.48990843,127.0282131
37.47819563,126.9752908
37.48979715,127.0177141
37.47907928,127.0060139
37.47738138,126.9874672
37.5036288,127.0134918
37.48343651,127.0032711
37.50162873,126.9968267
37.48441253,126.9920805
37.51673419,127.0500843
37.49352384,127.0148562
37.4949743,127.0199438
37.49996303,127.0399062
37.50602461,127.0156493
37.48937971,126.9723015
37.486699,126.986596
37.5040408,126.9998145
37.4961529,126.9876862
37.48596365,126.9838839
37.48257514,126.9831896
37.5085261,127.0314344
37.4842979,127.0242692
37.51368305,127.0060478
37.49363063,127.0507665
37.48313082,126.9936331
37.50210139,127.0244631
37.47474194,126.9393883
37.50892222,127.0183929
37.48278494,127.0125662
37.5061837,126.9939102
37.49849089,127.0348234
37.5148497,127.0124916
37.488861,127.055301
37.4949406,126.9781519
37.5012264,127.0202368
37.46977222,127.0472675
37.48130349,126.9843357
37.4963237,126.9915774
37.48699153,126.9962994
37.4831589,127.0106316
37.48135333,126.9983827
37.48618597,126.9908277
37.49296687,127.0283844
37.49168339,127.0290493
37.50089179,127.0081991
37.4768967,127.0473156
37.50001852,127.0365454
37.46854977,127.0264639
37.52365504,127.0573762
37.48607498,126.9966883
37.47950219,127.0086598
37.48957454,126.9947995
37.49560144,126.9852169
37.48790841,127.0137978
37.48922564,126.9950488
37.4977131,127.0292683
37.50626766,127.0293514
37.4820928,127.043669
37.48576975,127.0126869
37.48757512,127.0144922
37.48499235,127.0291021
37.48694752,127.0214951
37.4934904,126.9753012
37.49213032,127.0239079
37.4778186,127.0047405
37.48843559,126.9838283
37.49274138,127.0251578
37.47538262,127.0437677
37.51765514,127.0243516
37.51010098,127.0529325
37.48618619,127.00291
37.497979,127.0332737
37.4849688,127.0351456
37.48243749,127.0513779
37.49274107,127.0076038
37.48685323,127.0283521
37.49772464,126.9883219
37.49755114,127.0301712
37.47374275,126.9783292
37.49490768,127.0188805
37.47385504,127.0451565
37.50394464,126.9968824
37.50811147,127.0405803
37.47993634,126.9707464
37.47971471,127.0025213
37.52364626,127.0193926
37.49718473,126.9927439
37.4973383,127.0151614
37.48346286,127.0129419
37.4944264,127.0386278
37.4881604,127.0507658
37.48140903,127.0066042
37.5060411,127.015573
37.51871036,127.0125193
37.49304017,127.0176543
37.51297989,127.0431135
37.4975187,127.0305738
37.48685299,127.0148255
37.47879878,127.0374626
37.49871298,127.0287684
37.4891942,127.024917
37.48993545,126.9862447
37.48713071,127.0131868
37.50904521,127.0344342
37.4912976,127.0274303
37.50651749,127.0214355
37.48105836,127.0009873
37.49810203,127.033879
37.51207217,127.0082699
37.45846753,127.0221312
37.46481921,127.0263535
37.47840884,126.9766348
37.49182459,127.0120756
37.47276777,127.0281529
37.47966917,127.0193273
37.49732582,127.0428151
37.49588466,127.0250521
37.48429715,126.9824397
37.49868455,126.9925494
37.51815521,127.0312954
37.4796458,127.0086341
37.49038031,127.0122979
37.4912973,127.0358513
37.47765942,127.0041323
37.5009655,127.0334365
37.48674132,126.9826618
37.4697642,127.0258558
37.4720482,127.0399266
37.48396414,126.9983549
37.52934822,127.0237957
37.49653186,127.031396
37.48310016,126.9971957
37.49171379,127.0291019
37.4889536,127.0180686
37.49976845,127.0311015
37.49118508,126.9735236
37.506533,127.0048787
37.48910477,127.0262083
37.48780512,127.0119291
37.47721559,127.0355461
37.5063147,127.0280841
37.47368844,127.0472674
37.49879612,127.0186304
37.5243781,127.0183298
37.46846678,127.0452955
37.50859828,127.0364184
37.48302049,127.0361848
37.50196288,127.0442669
37.50185119,127.0114365
37.47774284,127.0093541
37.51357201,127.008992
37.48171459,127.0086318
37.49046351,127.0054374
37.47232749,127.0477396
37.49496327,127.0209359
37.4843805,126.9835507
37.47243823,127.0278525
37.49324042,126.9749679
37.50679482,126.9979654
37.50067394,127.020371
37.5036104,127.0142432
37.48540868,127.0126591
37.50109251,127.0129903
37.48410348,127.0242414
37.47171641,127.0455732
37.48999081,126.9757179
37.48240876,126.9976605
37.46966107,127.04424
37.48676905,126.9805786
37.50257357,127.0247964
37.50735073,127.021491
37.50946191,127.0389616
37.49588002,127.0314626
37.47305463,126.9795141
37.48415829,126.9830785
37.48440863,127.0035211
37.4989403,127.0129208
37.50979705,127.0330598
37.49168541,126.9949105
37.48743578,126.9884946
37.4709862,127.0234822
37.50807251,127.0013262
37.4935263,127.0270556
37.47492357,127.048519
37.48735277,127.005993
37.47116056,127.0257139
37.5019203,126.9946551
37.496907,126.9936883
37.48610291,127.0053264
37.5087491,127.0003901
37.51909942,127.0244071
37.48449231,127.0236581
37.4814197,126.980783
37.48621409,127.0100204
37.48613086,127.0151311
37.48187081,126.9960387
37.48576979,127.0153811
37.50671172,127.0105198
37.50199029,127.0240743
37.49093513,126.9748291
37.50045042,127.0083092
37.51448893,127.0292401
37.47924314,127.0360738
37.4724983,127.0269834
37.4782874,126.9751656
37.48685776,127.0135969
37.4871176,126.9887524
37.46273856,127.0247431
37.48438071,126.9953829
37.4854682,127.0138954
37.48593641,127.0138534
37.48454715,126.9837729
37.50275888,127.0237762
37.49479627,127.0286412
37.5067538,126.9952156
37.48635696,127.0299585
37.48388121,127.0202418
37.50151477,127.024853
37.4932605,127.0488078
37.48088074,126.9762221
37.47646492,126.9934389
37.50371268,127.0448501
37.4776047,127.0500448
37.49601727,127.0255057
37.49743527,127.024491
37.4937134,127.0201304
37.4835677,126.9830653
37.48156889,126.9766759
37.49009495,127.0306992
37.49101859,126.9821617
37.45702318,127.017965
37.48385378,127.0392956
37.5015685,126.9956143
37.50107427,127.054266
37.51551682,127.0422389
37.4956609,127.0253994
37.49515729,126.9984657
37.47435513,127.0529613
37.48899118,126.9898555
37.461551,127.026603
37.5049728,127.0234426
37.50559549,126.9925792
37.4746038,126.9808012
37.50240692,127.0250742
37.49690764,127.0295739
37.48540832,126.9928553
37.51823821,127.0134914
37.5028156,127.0239433
37.48582534,127.0151311
37.5058196,127.0115346
37.51415523,127.0065477
37.4859964,126.9838638
37.49743467,126.991244
37.48542078,127.0145608
37.50585199,127.0310643
37.50203147,127.0240502
37.48615849,127.0072985
37.49051941,127.0247412
37.48968629,127.0309629
37.49071353,127.0076316
37.51576628,127.0136304
37.49410942,127.0161981
37.47779788,126.9808289
37.51232636,126.9974576
37.48499219,127.0203251
37.49164348,126.9956364
37.50298973,126.9994098
37.47943692,126.9999938
37.48613026,126.9818286
37.48021475,127.007993
37.48385435,127.071126
37.48299024,126.9943948
37.47977366,127.0493887
37.49321397,127.0486834
37.47529535,127.0372954
37.49185263,127.0271576
37.49315803,127.0270742
37.50337854,126.9976877
37.4927,127.0075699
37.48076998,126.9936332
37.5021192,126.9867317
37.45897412,127.0239296
37.4795082,126.9931188
37.49043107,127.0200056
37.47913228,127.0491282
37.48163611,127.0103917
37.4798801,127.0071989
37.49651881,127.0300739
37.50543449,127.0328234
37.50568435,127.0266573
37.48313085,126.9952719
37.47748955,127.0542056
37.48796392,127.0118258
37.5003881,127.0020693
37.48288111,127.0079652
37.48682515,127.0113536
37.48587889,127.0221586
37.48127119,127.0643212
37.49370282,127.0310149
37.52023811,127.0207407
37.51904647,127.0238022
37.48676931,126.9950496
37.4983079,127.0146075
37.51323338,127.0061909
37.48249154,126.9673022
37.4912251,126.9971605
37.48896383,127.0131867
37.50869835,127.0248288
37.48804725,127.0120757
37.51546097,127.0251849
37.50049089,127.0476833
37.48713075,127.0155755
37.46837289,127.0460695
37.50868361,127.005048
37.52565432,127.0301564
37.48288172,127.0421009
37.50785103,127.0412392
37.4901544,127.0295648
37.50376736,126.9961601
37.48710293,127.0131868
37.48968534,126.9781343
37.48302012,127.0159922
37.47424384,127.04274
37.50329556,127.0164638
37.50201804,127.0227688
37.47475101,126.9804532
37.49729592,126.9977712
37.50626701,126.9926326
37.47307713,127.0324354
37.48465909,127.0310463
37.481297,127.0078551
37.48704777,127.0349904
37.50355697,127.0256691
37.46907783,127.045851
37.4791379,126.9942451
37.5179606,127.0211852
37.47816484,126.9801788
37.50729789,127.0029745
37.4852861,127.0310727
37.49486088,127.0258858
37.47874161,126.9469986
37.47658385,127.0489369
37.50743369,127.0011317
37.4943802,127.0320182
37.52365258,127.0404877
37.49629661,127.0301572
37.4729385,127.0458509
37.50313217,127.0018192
37.47385211,127.0539697
37.48763069,127.0152977
37.48587074,127.0073332
37.47703196,126.971896
37.50244927,126.9960608
37.51615541,127.0294345
37.5152415,127.0128234
37.50945476,127.0404619
37.49609391,126.9997577
37.50426799,127.0345455
37.50224019,127.0204635
37.480437,127.0109094
37.49613018,127.0419895
37.48918526,126.9704406
37.4746587,127.0516532
37.48843571,126.9910499
37.47705352,127.0364621
37.49351856,126.9967714
37.47982562,126.9917167
37.49410177,126.9935773
37.5024694,126.9992963
37.49199154,127.0288519
37.49865678,126.9927161
37.49640783,127.0368788
37.49771236,126.9879388
37.52376568,127.0319618
37.48324196,126.995744
37.4699784,127.024476
37.50485103,127.0219077
37.50474008,127.0304903
37.46838347,127.0459899
37.48149215,126.9949108
37.48107574,127.0069375
37.49773764,126.9894239
37.50460146,127.0441001
37.4738595,126.9952742
37.4704354,126.9654776
37.50360114,127.0198524
37.50621207,127.0266017
37.48390754,126.9393325
37.52520974,127.0199906
37.48352048,127.0392956
37.49351939,127.0432116
37.5012828,127.0202193
37.49340799,127.0264076
37.50929489,127.0184357
37.50873939,127.017658
37.49965698,127.0104645
37.48723262,126.9899318
37.48829792,127.0510444
37.47371616,127.0444065
37.48968671,127.0544885
37.49818508,127.0186582
37.49032447,126.9961049
37.48418553,126.9529979
37.47860339,126.9838008
37.48154359,126.9959172
37.48982454,126.9966604
37.51340533,127.0072421
37.51573857,127.01738
37.49274077,126.9908553
37.5231926,127.0197523
37.49606093,127.0205161
37.47846546,127.0360183
37.52198799,127.0251292
37.4868345,127.006592
37.50343455,127.0234909
37.4892689,126.9880501
37.47963106,126.9841063
37.47385504,127.0451287
37.4927838,127.0215172
37.50918894,127.0317984
37.49390809,127.0351568
37.50883006,127.0645589
37.48943596,127.0114924
37.51821097,127.0433776
37.49799092,127.0332124
37.4995579,127.0421938
37.4837212,127.0139881
37.49444109,126.9819705
37.4916583,127.0319627
37.50121261,127.0244076
37.48557595,127.0476837
37.50069871,127.0405258
37.4900882,127.0251223
37.49790763,127.0354067
37.48331134,127.0603994
37.49188046,127.0299629
37.48882429,126.9759957
37.49460147,126.9803007
