건축면적,부속건축물면적,부속건축물수,건폐율,법정동코드,건물명,블록,번,외필지수,생성일자,EPI점수,에너지효율등급,에너지절감율,기타용도,가구수,친환경건축물인증점수,친환경건축물등급,세대수,호수,옥내자주식면적,옥내자주식대수,옥내기계식면적,옥내기계식대수,지능형건축물인증점수,지능형건축물등급,지,로트,주건축물수,주용도코드,주용도코드명,관리건축물대장PK,새주소법정동코드,새주소본번,새주소도로코드,새주소부번,새주소지상지하코드,신구대장구분코드,신구대장구분코드명,도로명대지위치,옥외자주식면적,옥외자주식대수,옥외기계식면적,옥외기계식대수,대지면적,대지구분코드,대지위치,허가일,허가번호구분코드,허가번호구분코드명,허가번호기관코드,허가번호기관코드명,허가번호년,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,순번,시군구코드,특수지명,착공일,연면적,총주차수,사용승인일,용적률,용적률산정연면적
2103.73,0,6,15.194871,10400,한국도로공사 만남의광장 주유소 및 충전소,,0010,7,20220322,0,,0,휴게소,0,0,,0,0,0,0,0,0,0,,0016,,2,27000,관광휴게시설,11650-100199039,10402,73.0,116504163470,71.0,0,1,신대장,서울특별시 서초구 양재대로12길 73-71,0,145,0,0,13845,0,서울특별시 서초구 원지동 10-16번지,20090507,1102,증축허가,3210134,건축과,2009,1,일반,1,총괄표제부,1,11650,,20090518,2682.33,145,20101207,16.430119,2274.75
2985.69,20,1,19.71,10400,서초그린타운,,0023,7,20170921,0,,0,폐기물처리시설,0,0,,0,0,0,0,0,0,0,,0000,,6,22000,분뇨.쓰레기처리시설,11650-501,10402,73.0,116504163470,19.0,0,1,신대장,서울특별시 서초구 양재대로12길 73-19,607.5,22,0,0,15148.56,0,서울특별시 서초구 원지동 23번지,,,,,,,1,일반,1,총괄표제부,2,11650,,,4447.01,23,,20.44,3095.95
